mean: -9078260.254 std: (+/-14742832.035) for {'max_features': 'auto', 'n_estimators': 200, 'min_samples_split': 2, 'max_depth': 10, 'min_samples_leaf': 1}
mean: -7984930.075 std: (+/-11263000.655) for {'max_features': 'auto', 'n_estimators': 1400, 'min_samples_split': 5, 'max_depth': 80, 'min_samples_leaf': 2}
mean: -7799285.143 std: (+/-10802445.790) for {'max_features': 'auto', 'n_estimators': 1600, 'min_samples_split': 5, 'max_depth': 80, 'min_samples_leaf': 2}
mean: -7894216.151 std: (+/-10833956.080) for {'max_features': 'auto', 'n_estimators': 1800, 'min_samples_split': 5, 'max_depth': 80, 'min_samples_leaf': 2}
mean: -7895637.707 std: (+/-10843993.634) for {'max_features': 'auto', 'n_estimators': 2000, 'min_samples_split': 5, 'max_depth': 80, 'min_samples_leaf': 2}
mean: -7838226.896 std: (+/-13919246.254) for {'max_features': 'auto', 'n_estimators': 200, 'min_samples_split': 10, 'max_depth': 80, 'min_samples_leaf': 2}
mean: -7844878.862 std: (+/-14068479.101) for {'max_features': 'auto', 'n_estimators': 400, 'min_samples_split': 10, 'max_depth': 80, 'min_samples_leaf': 2}
mean: -7913054.460 std: (+/-13793499.584) for {'max_features': 'auto', 'n_estimators': 600, 'min_samples_split': 10, 'max_depth': 80, 'min_samples_leaf': 2}
mean: -8060119.341 std: (+/-14657367.602) for {'max_features': 'auto', 'n_estimators': 800, 'min_samples_split': 10, 'max_depth': 80, 'min_samples_leaf': 2}
mean: -7984871.226 std: (+/-14032469.764) for {'max_features': 'auto', 'n_estimators': 1000, 'min_samples_split': 10, 'max_depth': 80, 'min_samples_leaf': 2}
mean: -7773855.659 std: (+/-13450699.133) for {'max_features': 'auto', 'n_estimators': 1200, 'min_samples_split': 10, 'max_depth': 80, 'min_samples_leaf': 2}
mean: -7854361.205 std: (+/-14164535.284) for {'max_features': 'auto', 'n_estimators': 1400, 'min_samples_split': 10, 'max_depth': 80, 'min_samples_leaf': 2}
mean: -7891908.711 std: (+/-14231771.626) for {'max_features': 'auto', 'n_estimators': 1600, 'min_samples_split': 10, 'max_depth': 80, 'min_samples_leaf': 2}
mean: -8005868.887 std: (+/-14244488.222) for {'max_features': 'auto', 'n_estimators': 1800, 'min_samples_split': 10, 'max_depth': 80, 'min_samples_leaf': 2}
mean: -7957097.040 std: (+/-14040985.132) for {'max_features': 'auto', 'n_estimators': 2000, 'min_samples_split': 10, 'max_depth': 80, 'min_samples_leaf': 2}
mean: -6700177.427 std: (+/-10928536.421) for {'max_features': 'auto', 'n_estimators': 200, 'min_samples_split': 2, 'max_depth': 80, 'min_samples_leaf': 4}
mean: -6638259.924 std: (+/-10709105.941) for {'max_features': 'auto', 'n_estimators': 400, 'min_samples_split': 2, 'max_depth': 80, 'min_samples_leaf': 4}
mean: -6682937.492 std: (+/-10642700.771) for {'max_features': 'auto', 'n_estimators': 600, 'min_samples_split': 2, 'max_depth': 80, 'min_samples_leaf': 4}
mean: -6667067.488 std: (+/-10790283.561) for {'max_features': 'auto', 'n_estimators': 800, 'min_samples_split': 2, 'max_depth': 80, 'min_samples_leaf': 4}
mean: -6508747.324 std: (+/-10450726.128) for {'max_features': 'auto', 'n_estimators': 1000, 'min_samples_split': 2, 'max_depth': 80, 'min_samples_leaf': 4}
mean: -6636968.709 std: (+/-10735558.354) for {'max_features': 'auto', 'n_estimators': 1200, 'min_samples_split': 2, 'max_depth': 80, 'min_samples_leaf': 4}
mean: -6653082.436 std: (+/-10719422.979) for {'max_features': 'auto', 'n_estimators': 1400, 'min_samples_split': 2, 'max_depth': 80, 'min_samples_leaf': 4}
mean: -6589142.481 std: (+/-10533944.997) for {'max_features': 'auto', 'n_estimators': 1600, 'min_samples_split': 2, 'max_depth': 80, 'min_samples_leaf': 4}
mean: -6643252.374 std: (+/-10640337.364) for {'max_features': 'auto', 'n_estimators': 1800, 'min_samples_split': 2, 'max_depth': 80, 'min_samples_leaf': 4}
mean: -6607704.654 std: (+/-10711814.680) for {'max_features': 'auto', 'n_estimators': 2000, 'min_samples_split': 2, 'max_depth': 80, 'min_samples_leaf': 4}
mean: -6693262.885 std: (+/-11018962.075) for {'max_features': 'auto', 'n_estimators': 200, 'min_samples_split': 5, 'max_depth': 80, 'min_samples_leaf': 4}
mean: -6643300.073 std: (+/-10660180.489) for {'max_features': 'auto', 'n_estimators': 400, 'min_samples_split': 5, 'max_depth': 80, 'min_samples_leaf': 4}
mean: -6562036.412 std: (+/-10605832.309) for {'max_features': 'auto', 'n_estimators': 600, 'min_samples_split': 5, 'max_depth': 80, 'min_samples_leaf': 4}
mean: -6694407.592 std: (+/-10797344.640) for {'max_features': 'auto', 'n_estimators': 800, 'min_samples_split': 5, 'max_depth': 80, 'min_samples_leaf': 4}
mean: -6748442.247 std: (+/-10907419.890) for {'max_features': 'auto', 'n_estimators': 1000, 'min_samples_split': 5, 'max_depth': 80, 'min_samples_leaf': 4}
mean: -6615889.474 std: (+/-10598006.342) for {'max_features': 'auto', 'n_estimators': 1200, 'min_samples_split': 5, 'max_depth': 80, 'min_samples_leaf': 4}
mean: -6714601.393 std: (+/-10916742.128) for {'max_features': 'auto', 'n_estimators': 1400, 'min_samples_split': 5, 'max_depth': 80, 'min_samples_leaf': 4}
mean: -6759702.323 std: (+/-10921364.162) for {'max_features': 'auto', 'n_estimators': 1600, 'min_samples_split': 5, 'max_depth': 80, 'min_samples_leaf': 4}
mean: -6640606.213 std: (+/-10747611.435) for {'max_features': 'auto', 'n_estimators': 1800, 'min_samples_split': 5, 'max_depth': 80, 'min_samples_leaf': 4}
mean: -6636255.834 std: (+/-10687645.460) for {'max_features': 'auto', 'n_estimators': 2000, 'min_samples_split': 5, 'max_depth': 80, 'min_samples_leaf': 4}
mean: -6711665.271 std: (+/-10737185.771) for {'max_features': 'auto', 'n_estimators': 200, 'min_samples_split': 10, 'max_depth': 80, 'min_samples_leaf': 4}
mean: -6693877.648 std: (+/-10500801.216) for {'max_features': 'auto', 'n_estimators': 400, 'min_samples_split': 10, 'max_depth': 80, 'min_samples_leaf': 4}
mean: -6742917.238 std: (+/-10576186.499) for {'max_features': 'auto', 'n_estimators': 600, 'min_samples_split': 10, 'max_depth': 80, 'min_samples_leaf': 4}
mean: -6743166.321 std: (+/-10581798.008) for {'max_features': 'auto', 'n_estimators': 800, 'min_samples_split': 10, 'max_depth': 80, 'min_samples_leaf': 4}
mean: -6623884.943 std: (+/-10589902.008) for {'max_features': 'auto', 'n_estimators': 1000, 'min_samples_split': 10, 'max_depth': 80, 'min_samples_leaf': 4}
mean: -6725891.810 std: (+/-10577809.000) for {'max_features': 'auto', 'n_estimators': 1200, 'min_samples_split': 10, 'max_depth': 80, 'min_samples_leaf': 4}
mean: -6720302.659 std: (+/-10551014.808) for {'max_features': 'auto', 'n_estimators': 1400, 'min_samples_split': 10, 'max_depth': 80, 'min_samples_leaf': 4}
mean: -6750374.849 std: (+/-10693208.506) for {'max_features': 'auto', 'n_estimators': 1600, 'min_samples_split': 10, 'max_depth': 80, 'min_samples_leaf': 4}
mean: -6774941.824 std: (+/-10688720.646) for {'max_features': 'auto', 'n_estimators': 1800, 'min_samples_split': 10, 'max_depth': 80, 'min_samples_leaf': 4}
mean: -6617553.567 std: (+/-10413692.960) for {'max_features': 'auto', 'n_estimators': 2000, 'min_samples_split': 10, 'max_depth': 80, 'min_samples_leaf': 4}
mean: -5625701.662 std: (+/-8543635.559) for {'max_features': 'sqrt', 'n_estimators': 200, 'min_samples_split': 2, 'max_depth': 80, 'min_samples_leaf': 1}
mean: -5915195.591 std: (+/-9068625.301) for {'max_features': 'sqrt', 'n_estimators': 400, 'min_samples_split': 2, 'max_depth': 80, 'min_samples_leaf': 1}
mean: -5943459.251 std: (+/-8946359.841) for {'max_features': 'sqrt', 'n_estimators': 600, 'min_samples_split': 2, 'max_depth': 80, 'min_samples_leaf': 1}
mean: -5719298.375 std: (+/-8614641.625) for {'max_features': 'sqrt', 'n_estimators': 800, 'min_samples_split': 2, 'max_depth': 80, 'min_samples_leaf': 1}
mean: -5850496.303 std: (+/-9513281.143) for {'max_features': 'sqrt', 'n_estimators': 1000, 'min_samples_split': 2, 'max_depth': 80, 'min_samples_leaf': 1}
mean: -6480333.993 std: (+/-9481671.869) for {'max_features': 'sqrt', 'n_estimators': 1200, 'min_samples_split': 2, 'max_depth': 80, 'min_samples_leaf': 1}
mean: -5617029.532 std: (+/-8887359.434) for {'max_features': 'sqrt', 'n_estimators': 1400, 'min_samples_split': 2, 'max_depth': 80, 'min_samples_leaf': 1}
mean: -5970005.844 std: (+/-9641297.243) for {'max_features': 'sqrt', 'n_estimators': 1600, 'min_samples_split': 2, 'max_depth': 80, 'min_samples_leaf': 1}
mean: -5783433.760 std: (+/-8941780.208) for {'max_features': 'sqrt', 'n_estimators': 1800, 'min_samples_split': 2, 'max_depth': 80, 'min_samples_leaf': 1}
mean: -5807084.099 std: (+/-8712161.206) for {'max_features': 'sqrt', 'n_estimators': 2000, 'min_samples_split': 2, 'max_depth': 80, 'min_samples_leaf': 1}
mean: -5896566.944 std: (+/-8763382.171) for {'max_features': 'sqrt', 'n_estimators': 200, 'min_samples_split': 5, 'max_depth': 80, 'min_samples_leaf': 1}
mean: -5851348.746 std: (+/-8942459.190) for {'max_features': 'sqrt', 'n_estimators': 400, 'min_samples_split': 5, 'max_depth': 80, 'min_samples_leaf': 1}
mean: -5342241.444 std: (+/-9629143.843) for {'max_features': 'sqrt', 'n_estimators': 600, 'min_samples_split': 5, 'max_depth': 80, 'min_samples_leaf': 1}
mean: -5103993.743 std: (+/-10231020.317) for {'max_features': 'sqrt', 'n_estimators': 800, 'min_samples_split': 5, 'max_depth': 80, 'min_samples_leaf': 1}
mean: -6205866.561 std: (+/-9515977.099) for {'max_features': 'sqrt', 'n_estimators': 1000, 'min_samples_split': 5, 'max_depth': 80, 'min_samples_leaf': 1}
mean: -5188321.536 std: (+/-9001807.643) for {'max_features': 'sqrt', 'n_estimators': 1200, 'min_samples_split': 5, 'max_depth': 80, 'min_samples_leaf': 1}
mean: -6028352.584 std: (+/-8961313.448) for {'max_features': 'sqrt', 'n_estimators': 1400, 'min_samples_split': 5, 'max_depth': 80, 'min_samples_leaf': 1}
mean: -5299252.681 std: (+/-8709503.219) for {'max_features': 'sqrt', 'n_estimators': 1600, 'min_samples_split': 5, 'max_depth': 80, 'min_samples_leaf': 1}
mean: -5650825.758 std: (+/-9269569.226) for {'max_features': 'sqrt', 'n_estimators': 1800, 'min_samples_split': 5, 'max_depth': 80, 'min_samples_leaf': 1}
mean: -5820738.965 std: (+/-8361077.207) for {'max_features': 'sqrt', 'n_estimators': 2000, 'min_samples_split': 5, 'max_depth': 80, 'min_samples_leaf': 1}
mean: -5192750.232 std: (+/-8796348.359) for {'max_features': 'sqrt', 'n_estimators': 200, 'min_samples_split': 10, 'max_depth': 80, 'min_samples_leaf': 1}
mean: -5615242.406 std: (+/-9505291.020) for {'max_features': 'sqrt', 'n_estimators': 400, 'min_samples_split': 10, 'max_depth': 80, 'min_samples_leaf': 1}
mean: -5004029.856 std: (+/-8315417.065) for {'max_features': 'sqrt', 'n_estimators': 600, 'min_samples_split': 10, 'max_depth': 80, 'min_samples_leaf': 1}
mean: -5873222.058 std: (+/-8999818.897) for {'max_features': 'sqrt', 'n_estimators': 800, 'min_samples_split': 10, 'max_depth': 80, 'min_samples_leaf': 1}
mean: -5432350.551 std: (+/-9037324.496) for {'max_features': 'sqrt', 'n_estimators': 1000, 'min_samples_split': 10, 'max_depth': 80, 'min_samples_leaf': 1}
mean: -5389715.287 std: (+/-8958476.493) for {'max_features': 'sqrt', 'n_estimators': 1200, 'min_samples_split': 10, 'max_depth': 80, 'min_samples_leaf': 1}
mean: -5132237.441 std: (+/-9132522.320) for {'max_features': 'sqrt', 'n_estimators': 1400, 'min_samples_split': 10, 'max_depth': 80, 'min_samples_leaf': 1}
mean: -5624885.586 std: (+/-9455816.308) for {'max_features': 'sqrt', 'n_estimators': 1600, 'min_samples_split': 10, 'max_depth': 80, 'min_samples_leaf': 1}
mean: -5266199.646 std: (+/-9469856.856) for {'max_features': 'sqrt', 'n_estimators': 1800, 'min_samples_split': 10, 'max_depth': 80, 'min_samples_leaf': 1}
mean: -4689481.500 std: (+/-8350022.139) for {'max_features': 'sqrt', 'n_estimators': 2000, 'min_samples_split': 10, 'max_depth': 80, 'min_samples_leaf': 1}
mean: -6393868.370 std: (+/-10343913.813) for {'max_features': 'sqrt', 'n_estimators': 200, 'min_samples_split': 2, 'max_depth': 80, 'min_samples_leaf': 2}
mean: -6207241.972 std: (+/-9236276.680) for {'max_features': 'sqrt', 'n_estimators': 400, 'min_samples_split': 2, 'max_depth': 80, 'min_samples_leaf': 2}
mean: -6200011.082 std: (+/-9759352.038) for {'max_features': 'sqrt', 'n_estimators': 600, 'min_samples_split': 2, 'max_depth': 80, 'min_samples_leaf': 2}
mean: -5147766.075 std: (+/-9642538.227) for {'max_features': 'sqrt', 'n_estimators': 800, 'min_samples_split': 2, 'max_depth': 80, 'min_samples_leaf': 2}
mean: -6646853.705 std: (+/-10015761.452) for {'max_features': 'sqrt', 'n_estimators': 1000, 'min_samples_split': 2, 'max_depth': 80, 'min_samples_leaf': 2}
mean: -6205015.072 std: (+/-9849703.032) for {'max_features': 'sqrt', 'n_estimators': 1200, 'min_samples_split': 2, 'max_depth': 80, 'min_samples_leaf': 2}
mean: -5997872.694 std: (+/-9706292.542) for {'max_features': 'sqrt', 'n_estimators': 1400, 'min_samples_split': 2, 'max_depth': 80, 'min_samples_leaf': 2}
mean: -6288017.604 std: (+/-9629063.153) for {'max_features': 'sqrt', 'n_estimators': 1600, 'min_samples_split': 2, 'max_depth': 80, 'min_samples_leaf': 2}
mean: -6556950.647 std: (+/-9986584.978) for {'max_features': 'sqrt', 'n_estimators': 1800, 'min_samples_split': 2, 'max_depth': 80, 'min_samples_leaf': 2}
mean: -6003951.746 std: (+/-9652989.048) for {'max_features': 'sqrt', 'n_estimators': 2000, 'min_samples_split': 2, 'max_depth': 80, 'min_samples_leaf': 2}
mean: -6259540.411 std: (+/-10458372.029) for {'max_features': 'sqrt', 'n_estimators': 200, 'min_samples_split': 5, 'max_depth': 80, 'min_samples_leaf': 2}
mean: -6249738.814 std: (+/-9460429.378) for {'max_features': 'sqrt', 'n_estimators': 400, 'min_samples_split': 5, 'max_depth': 80, 'min_samples_leaf': 2}
mean: -6529570.191 std: (+/-9604028.097) for {'max_features': 'sqrt', 'n_estimators': 600, 'min_samples_split': 5, 'max_depth': 80, 'min_samples_leaf': 2}
mean: -5971458.203 std: (+/-8860082.420) for {'max_features': 'sqrt', 'n_estimators': 800, 'min_samples_split': 5, 'max_depth': 80, 'min_samples_leaf': 2}
mean: -5811155.384 std: (+/-9853068.946) for {'max_features': 'sqrt', 'n_estimators': 1000, 'min_samples_split': 5, 'max_depth': 80, 'min_samples_leaf': 2}
mean: -5489032.270 std: (+/-9613571.533) for {'max_features': 'sqrt', 'n_estimators': 1200, 'min_samples_split': 5, 'max_depth': 80, 'min_samples_leaf': 2}
mean: -6573187.861 std: (+/-9736034.961) for {'max_features': 'sqrt', 'n_estimators': 1400, 'min_samples_split': 5, 'max_depth': 80, 'min_samples_leaf': 2}
mean: -6532207.071 std: (+/-10130321.805) for {'max_features': 'sqrt', 'n_estimators': 1600, 'min_samples_split': 5, 'max_depth': 80, 'min_samples_leaf': 2}
mean: -6274069.744 std: (+/-10136573.652) for {'max_features': 'sqrt', 'n_estimators': 1800, 'min_samples_split': 5, 'max_depth': 80, 'min_samples_leaf': 2}
mean: -5965267.548 std: (+/-9893260.221) for {'max_features': 'sqrt', 'n_estimators': 2000, 'min_samples_split': 5, 'max_depth': 80, 'min_samples_leaf': 2}
mean: -5808432.987 std: (+/-9927448.986) for {'max_features': 'sqrt', 'n_estimators': 200, 'min_samples_split': 10, 'max_depth': 80, 'min_samples_leaf': 2}
mean: -5667510.827 std: (+/-9679248.375) for {'max_features': 'sqrt', 'n_estimators': 400, 'min_samples_split': 10, 'max_depth': 80, 'min_samples_leaf': 2}
mean: -5802650.949 std: (+/-9529292.900) for {'max_features': 'sqrt', 'n_estimators': 600, 'min_samples_split': 10, 'max_depth': 80, 'min_samples_leaf': 2}
mean: -5167104.650 std: (+/-9084879.831) for {'max_features': 'sqrt', 'n_estimators': 800, 'min_samples_split': 10, 'max_depth': 80, 'min_samples_leaf': 2}
mean: -5586185.596 std: (+/-9230593.826) for {'max_features': 'sqrt', 'n_estimators': 1000, 'min_samples_split': 10, 'max_depth': 80, 'min_samples_leaf': 2}
mean: -5325718.892 std: (+/-9432115.278) for {'max_features': 'sqrt', 'n_estimators': 1200, 'min_samples_split': 10, 'max_depth': 80, 'min_samples_leaf': 2}
mean: -5633644.823 std: (+/-9603072.152) for {'max_features': 'sqrt', 'n_estimators': 1400, 'min_samples_split': 10, 'max_depth': 80, 'min_samples_leaf': 2}
mean: -5979130.515 std: (+/-9965920.420) for {'max_features': 'sqrt', 'n_estimators': 1600, 'min_samples_split': 10, 'max_depth': 80, 'min_samples_leaf': 2}
mean: -5761200.506 std: (+/-9414646.846) for {'max_features': 'sqrt', 'n_estimators': 1800, 'min_samples_split': 10, 'max_depth': 80, 'min_samples_leaf': 2}
mean: -5226357.709 std: (+/-9546673.015) for {'max_features': 'sqrt', 'n_estimators': 2000, 'min_samples_split': 10, 'max_depth': 80, 'min_samples_leaf': 2}
mean: -5369907.152 std: (+/-9103642.758) for {'max_features': 'sqrt', 'n_estimators': 200, 'min_samples_split': 2, 'max_depth': 80, 'min_samples_leaf': 4}
mean: -5674597.398 std: (+/-9086056.944) for {'max_features': 'sqrt', 'n_estimators': 400, 'min_samples_split': 2, 'max_depth': 80, 'min_samples_leaf': 4}
mean: -5368550.119 std: (+/-8622152.671) for {'max_features': 'sqrt', 'n_estimators': 600, 'min_samples_split': 2, 'max_depth': 80, 'min_samples_leaf': 4}
mean: -5317436.754 std: (+/-9275829.845) for {'max_features': 'sqrt', 'n_estimators': 800, 'min_samples_split': 2, 'max_depth': 80, 'min_samples_leaf': 4}
mean: -5433624.647 std: (+/-8732964.039) for {'max_features': 'sqrt', 'n_estimators': 1000, 'min_samples_split': 2, 'max_depth': 80, 'min_samples_leaf': 4}
mean: -5633338.632 std: (+/-8735853.792) for {'max_features': 'sqrt', 'n_estimators': 1200, 'min_samples_split': 2, 'max_depth': 80, 'min_samples_leaf': 4}
mean: -5646761.393 std: (+/-8484861.114) for {'max_features': 'sqrt', 'n_estimators': 1400, 'min_samples_split': 2, 'max_depth': 80, 'min_samples_leaf': 4}
mean: -5416830.460 std: (+/-8864883.606) for {'max_features': 'sqrt', 'n_estimators': 1600, 'min_samples_split': 2, 'max_depth': 80, 'min_samples_leaf': 4}
mean: -5052990.201 std: (+/-8423173.264) for {'max_features': 'sqrt', 'n_estimators': 1800, 'min_samples_split': 2, 'max_depth': 80, 'min_samples_leaf': 4}
mean: -5428811.332 std: (+/-9401681.867) for {'max_features': 'sqrt', 'n_estimators': 2000, 'min_samples_split': 2, 'max_depth': 80, 'min_samples_leaf': 4}
mean: -5537798.380 std: (+/-7874365.536) for {'max_features': 'sqrt', 'n_estimators': 200, 'min_samples_split': 5, 'max_depth': 80, 'min_samples_leaf': 4}
mean: -5521577.355 std: (+/-8952430.170) for {'max_features': 'sqrt', 'n_estimators': 400, 'min_samples_split': 5, 'max_depth': 80, 'min_samples_leaf': 4}
mean: -5972526.305 std: (+/-9267623.025) for {'max_features': 'sqrt', 'n_estimators': 600, 'min_samples_split': 5, 'max_depth': 80, 'min_samples_leaf': 4}
mean: -5590415.063 std: (+/-8533110.274) for {'max_features': 'sqrt', 'n_estimators': 800, 'min_samples_split': 5, 'max_depth': 80, 'min_samples_leaf': 4}
mean: -5282884.286 std: (+/-9053375.533) for {'max_features': 'sqrt', 'n_estimators': 1000, 'min_samples_split': 5, 'max_depth': 80, 'min_samples_leaf': 4}
mean: -5184043.760 std: (+/-8610321.744) for {'max_features': 'sqrt', 'n_estimators': 1200, 'min_samples_split': 5, 'max_depth': 80, 'min_samples_leaf': 4}
mean: -5457322.265 std: (+/-8225018.466) for {'max_features': 'sqrt', 'n_estimators': 1400, 'min_samples_split': 5, 'max_depth': 80, 'min_samples_leaf': 4}
mean: -5467143.427 std: (+/-8760569.384) for {'max_features': 'sqrt', 'n_estimators': 1600, 'min_samples_split': 5, 'max_depth': 80, 'min_samples_leaf': 4}
mean: -5564124.342 std: (+/-9081205.072) for {'max_features': 'sqrt', 'n_estimators': 1800, 'min_samples_split': 5, 'max_depth': 80, 'min_samples_leaf': 4}
mean: -5433013.903 std: (+/-8300811.943) for {'max_features': 'sqrt', 'n_estimators': 2000, 'min_samples_split': 5, 'max_depth': 80, 'min_samples_leaf': 4}
mean: -5338798.267 std: (+/-8783808.911) for {'max_features': 'sqrt', 'n_estimators': 200, 'min_samples_split': 10, 'max_depth': 80, 'min_samples_leaf': 4}
mean: -5824475.470 std: (+/-9635130.788) for {'max_features': 'sqrt', 'n_estimators': 400, 'min_samples_split': 10, 'max_depth': 80, 'min_samples_leaf': 4}
mean: -5901761.244 std: (+/-9324845.609) for {'max_features': 'sqrt', 'n_estimators': 600, 'min_samples_split': 10, 'max_depth': 80, 'min_samples_leaf': 4}
mean: -5535707.149 std: (+/-8784407.321) for {'max_features': 'sqrt', 'n_estimators': 800, 'min_samples_split': 10, 'max_depth': 80, 'min_samples_leaf': 4}
mean: -5384168.669 std: (+/-8845772.337) for {'max_features': 'sqrt', 'n_estimators': 1000, 'min_samples_split': 10, 'max_depth': 80, 'min_samples_leaf': 4}
mean: -5701565.914 std: (+/-9546327.642) for {'max_features': 'sqrt', 'n_estimators': 1200, 'min_samples_split': 10, 'max_depth': 80, 'min_samples_leaf': 4}
mean: -5263821.017 std: (+/-8470198.690) for {'max_features': 'sqrt', 'n_estimators': 1400, 'min_samples_split': 10, 'max_depth': 80, 'min_samples_leaf': 4}
mean: -5048142.136 std: (+/-8538320.595) for {'max_features': 'sqrt', 'n_estimators': 1600, 'min_samples_split': 10, 'max_depth': 80, 'min_samples_leaf': 4}
mean: -5621979.392 std: (+/-8560929.785) for {'max_features': 'sqrt', 'n_estimators': 1800, 'min_samples_split': 10, 'max_depth': 80, 'min_samples_leaf': 4}
mean: -5512542.436 std: (+/-9125682.782) for {'max_features': 'sqrt', 'n_estimators': 2000, 'min_samples_split': 10, 'max_depth': 80, 'min_samples_leaf': 4}
mean: -9088085.346 std: (+/-14461731.898) for {'max_features': 'auto', 'n_estimators': 200, 'min_samples_split': 2, 'max_depth': 100, 'min_samples_leaf': 1}
mean: -9178466.234 std: (+/-14372154.631) for {'max_features': 'auto', 'n_estimators': 400, 'min_samples_split': 2, 'max_depth': 100, 'min_samples_leaf': 1}
mean: -9360977.862 std: (+/-15648640.385) for {'max_features': 'auto', 'n_estimators': 600, 'min_samples_split': 2, 'max_depth': 100, 'min_samples_leaf': 1}
mean: -8502122.896 std: (+/-13012795.371) for {'max_features': 'auto', 'n_estimators': 800, 'min_samples_split': 2, 'max_depth': 100, 'min_samples_leaf': 1}
mean: -9170820.011 std: (+/-15052561.312) for {'max_features': 'auto', 'n_estimators': 1000, 'min_samples_split': 2, 'max_depth': 100, 'min_samples_leaf': 1}
mean: -8989575.724 std: (+/-14322279.729) for {'max_features': 'auto', 'n_estimators': 1200, 'min_samples_split': 2, 'max_depth': 100, 'min_samples_leaf': 1}
mean: -8766635.576 std: (+/-13492994.174) for {'max_features': 'auto', 'n_estimators': 1400, 'min_samples_split': 2, 'max_depth': 100, 'min_samples_leaf': 1}
mean: -8995705.049 std: (+/-13962818.106) for {'max_features': 'auto', 'n_estimators': 1600, 'min_samples_split': 2, 'max_depth': 100, 'min_samples_leaf': 1}
mean: -9412711.347 std: (+/-15637306.628) for {'max_features': 'auto', 'n_estimators': 1800, 'min_samples_split': 2, 'max_depth': 100, 'min_samples_leaf': 1}
mean: -9233473.830 std: (+/-15088867.658) for {'max_features': 'auto', 'n_estimators': 2000, 'min_samples_split': 2, 'max_depth': 100, 'min_samples_leaf': 1}
mean: -8615135.104 std: (+/-13394074.502) for {'max_features': 'auto', 'n_estimators': 200, 'min_samples_split': 5, 'max_depth': 100, 'min_samples_leaf': 1}
mean: -8681995.014 std: (+/-13800697.536) for {'max_features': 'auto', 'n_estimators': 400, 'min_samples_split': 5, 'max_depth': 100, 'min_samples_leaf': 1}
mean: -9236895.989 std: (+/-15339524.949) for {'max_features': 'auto', 'n_estimators': 600, 'min_samples_split': 5, 'max_depth': 100, 'min_samples_leaf': 1}
mean: -8981858.578 std: (+/-14840901.280) for {'max_features': 'auto', 'n_estimators': 800, 'min_samples_split': 5, 'max_depth': 100, 'min_samples_leaf': 1}
mean: -8991931.511 std: (+/-14795491.922) for {'max_features': 'auto', 'n_estimators': 1000, 'min_samples_split': 5, 'max_depth': 100, 'min_samples_leaf': 1}
mean: -8743519.597 std: (+/-14269933.098) for {'max_features': 'auto', 'n_estimators': 1200, 'min_samples_split': 5, 'max_depth': 100, 'min_samples_leaf': 1}
mean: -8779338.588 std: (+/-13921086.917) for {'max_features': 'auto', 'n_estimators': 1400, 'min_samples_split': 5, 'max_depth': 100, 'min_samples_leaf': 1}
mean: -8717694.264 std: (+/-14070339.277) for {'max_features': 'auto', 'n_estimators': 1600, 'min_samples_split': 5, 'max_depth': 100, 'min_samples_leaf': 1}
mean: -8875435.131 std: (+/-14339948.172) for {'max_features': 'auto', 'n_estimators': 1800, 'min_samples_split': 5, 'max_depth': 100, 'min_samples_leaf': 1}
mean: -8763680.027 std: (+/-14201184.589) for {'max_features': 'auto', 'n_estimators': 2000, 'min_samples_split': 5, 'max_depth': 100, 'min_samples_leaf': 1}
mean: -8500086.495 std: (+/-14017856.399) for {'max_features': 'auto', 'n_estimators': 200, 'min_samples_split': 10, 'max_depth': 100, 'min_samples_leaf': 1}
mean: -8370488.119 std: (+/-13918385.473) for {'max_features': 'auto', 'n_estimators': 400, 'min_samples_split': 10, 'max_depth': 100, 'min_samples_leaf': 1}
mean: -8329043.699 std: (+/-14022870.194) for {'max_features': 'auto', 'n_estimators': 600, 'min_samples_split': 10, 'max_depth': 100, 'min_samples_leaf': 1}
mean: -8396859.672 std: (+/-13965391.413) for {'max_features': 'auto', 'n_estimators': 800, 'min_samples_split': 10, 'max_depth': 100, 'min_samples_leaf': 1}
mean: -8375220.404 std: (+/-13997440.220) for {'max_features': 'auto', 'n_estimators': 1000, 'min_samples_split': 10, 'max_depth': 100, 'min_samples_leaf': 1}
mean: -8336922.046 std: (+/-14031145.745) for {'max_features': 'auto', 'n_estimators': 1200, 'min_samples_split': 10, 'max_depth': 100, 'min_samples_leaf': 1}
mean: -8351240.809 std: (+/-13911718.242) for {'max_features': 'auto', 'n_estimators': 1400, 'min_samples_split': 10, 'max_depth': 100, 'min_samples_leaf': 1}
mean: -8351264.888 std: (+/-14056437.033) for {'max_features': 'auto', 'n_estimators': 1600, 'min_samples_split': 10, 'max_depth': 100, 'min_samples_leaf': 1}
mean: -8363992.562 std: (+/-14021359.198) for {'max_features': 'auto', 'n_estimators': 1800, 'min_samples_split': 10, 'max_depth': 100, 'min_samples_leaf': 1}
mean: -8376388.401 std: (+/-13922978.309) for {'max_features': 'auto', 'n_estimators': 2000, 'min_samples_split': 10, 'max_depth': 100, 'min_samples_leaf': 1}
mean: -8124688.737 std: (+/-11268234.764) for {'max_features': 'auto', 'n_estimators': 200, 'min_samples_split': 2, 'max_depth': 100, 'min_samples_leaf': 2}
mean: -8407782.346 std: (+/-12511585.757) for {'max_features': 'auto', 'n_estimators': 400, 'min_samples_split': 2, 'max_depth': 100, 'min_samples_leaf': 2}
