mean: -10623037500.001 std: (+/-16295562142.712) for {'max_features': 'auto', 'n_estimators': 200, 'min_samples_split': 2, 'max_depth': 10, 'min_samples_leaf': 1}
mean: -11049183659.686 std: (+/-18402037061.139) for {'max_features': 'auto', 'n_estimators': 1400, 'min_samples_split': 2, 'max_depth': 80, 'min_samples_leaf': 2}
mean: -9895588198.889 std: (+/-16015088543.914) for {'max_features': 'auto', 'n_estimators': 1600, 'min_samples_split': 2, 'max_depth': 80, 'min_samples_leaf': 2}
mean: -10802998245.520 std: (+/-19014790925.998) for {'max_features': 'auto', 'n_estimators': 1800, 'min_samples_split': 2, 'max_depth': 80, 'min_samples_leaf': 2}
mean: -9911628401.225 std: (+/-16090272798.683) for {'max_features': 'auto', 'n_estimators': 2000, 'min_samples_split': 2, 'max_depth': 80, 'min_samples_leaf': 2}
mean: -9626277981.452 std: (+/-20184823852.007) for {'max_features': 'auto', 'n_estimators': 200, 'min_samples_split': 5, 'max_depth': 80, 'min_samples_leaf': 2}
mean: -10155251774.327 std: (+/-20142654432.910) for {'max_features': 'auto', 'n_estimators': 400, 'min_samples_split': 5, 'max_depth': 80, 'min_samples_leaf': 2}
mean: -10048696983.753 std: (+/-20215099493.308) for {'max_features': 'auto', 'n_estimators': 600, 'min_samples_split': 5, 'max_depth': 80, 'min_samples_leaf': 2}
mean: -10406682721.543 std: (+/-20242390708.358) for {'max_features': 'auto', 'n_estimators': 800, 'min_samples_split': 5, 'max_depth': 80, 'min_samples_leaf': 2}
mean: -10155571340.040 std: (+/-20236885147.712) for {'max_features': 'auto', 'n_estimators': 1000, 'min_samples_split': 5, 'max_depth': 80, 'min_samples_leaf': 2}
mean: -9721641941.280 std: (+/-20273867574.809) for {'max_features': 'auto', 'n_estimators': 1200, 'min_samples_split': 5, 'max_depth': 80, 'min_samples_leaf': 2}
mean: -10222655965.037 std: (+/-20475269774.103) for {'max_features': 'auto', 'n_estimators': 1400, 'min_samples_split': 5, 'max_depth': 80, 'min_samples_leaf': 2}
mean: -9886990152.454 std: (+/-20163464048.723) for {'max_features': 'auto', 'n_estimators': 1600, 'min_samples_split': 5, 'max_depth': 80, 'min_samples_leaf': 2}
mean: -10099490875.270 std: (+/-20307955268.293) for {'max_features': 'auto', 'n_estimators': 1800, 'min_samples_split': 5, 'max_depth': 80, 'min_samples_leaf': 2}
mean: -9617384223.690 std: (+/-20262067267.720) for {'max_features': 'auto', 'n_estimators': 2000, 'min_samples_split': 5, 'max_depth': 80, 'min_samples_leaf': 2}
mean: -10162805696.921 std: (+/-23845011349.462) for {'max_features': 'auto', 'n_estimators': 200, 'min_samples_split': 10, 'max_depth': 80, 'min_samples_leaf': 2}
mean: -10149202463.391 std: (+/-24097980283.966) for {'max_features': 'auto', 'n_estimators': 400, 'min_samples_split': 10, 'max_depth': 80, 'min_samples_leaf': 2}
mean: -10165006052.482 std: (+/-24052272588.443) for {'max_features': 'auto', 'n_estimators': 600, 'min_samples_split': 10, 'max_depth': 80, 'min_samples_leaf': 2}
mean: -10114141113.694 std: (+/-24146993685.021) for {'max_features': 'auto', 'n_estimators': 800, 'min_samples_split': 10, 'max_depth': 80, 'min_samples_leaf': 2}
mean: -10124721946.449 std: (+/-24231725561.659) for {'max_features': 'auto', 'n_estimators': 1000, 'min_samples_split': 10, 'max_depth': 80, 'min_samples_leaf': 2}
mean: -10180347297.839 std: (+/-24082558596.913) for {'max_features': 'auto', 'n_estimators': 1200, 'min_samples_split': 10, 'max_depth': 80, 'min_samples_leaf': 2}
mean: -10163578038.094 std: (+/-24056194207.482) for {'max_features': 'auto', 'n_estimators': 1400, 'min_samples_split': 10, 'max_depth': 80, 'min_samples_leaf': 2}
mean: -10123136615.452 std: (+/-24196304226.724) for {'max_features': 'auto', 'n_estimators': 1600, 'min_samples_split': 10, 'max_depth': 80, 'min_samples_leaf': 2}
mean: -10149671260.808 std: (+/-24159913931.708) for {'max_features': 'auto', 'n_estimators': 1800, 'min_samples_split': 10, 'max_depth': 80, 'min_samples_leaf': 2}
mean: -10129854424.142 std: (+/-24119689497.440) for {'max_features': 'auto', 'n_estimators': 2000, 'min_samples_split': 10, 'max_depth': 80, 'min_samples_leaf': 2}
mean: -9699128539.123 std: (+/-23157427129.149) for {'max_features': 'auto', 'n_estimators': 200, 'min_samples_split': 2, 'max_depth': 80, 'min_samples_leaf': 4}
mean: -9907134127.421 std: (+/-22629141792.356) for {'max_features': 'auto', 'n_estimators': 400, 'min_samples_split': 2, 'max_depth': 80, 'min_samples_leaf': 4}
mean: -9884396018.070 std: (+/-22343357102.848) for {'max_features': 'auto', 'n_estimators': 600, 'min_samples_split': 2, 'max_depth': 80, 'min_samples_leaf': 4}
mean: -9923411707.187 std: (+/-22359794621.287) for {'max_features': 'auto', 'n_estimators': 800, 'min_samples_split': 2, 'max_depth': 80, 'min_samples_leaf': 4}
mean: -9669714497.636 std: (+/-22130336879.462) for {'max_features': 'auto', 'n_estimators': 1000, 'min_samples_split': 2, 'max_depth': 80, 'min_samples_leaf': 4}
mean: -9686767663.892 std: (+/-21864361909.616) for {'max_features': 'auto', 'n_estimators': 1200, 'min_samples_split': 2, 'max_depth': 80, 'min_samples_leaf': 4}
mean: -10198505919.802 std: (+/-22271587447.521) for {'max_features': 'auto', 'n_estimators': 1400, 'min_samples_split': 2, 'max_depth': 80, 'min_samples_leaf': 4}
mean: -10130761834.491 std: (+/-22392675981.950) for {'max_features': 'auto', 'n_estimators': 1600, 'min_samples_split': 2, 'max_depth': 80, 'min_samples_leaf': 4}
mean: -10463424067.918 std: (+/-22845442356.880) for {'max_features': 'auto', 'n_estimators': 1800, 'min_samples_split': 2, 'max_depth': 80, 'min_samples_leaf': 4}
mean: -10314747190.444 std: (+/-22406997438.967) for {'max_features': 'auto', 'n_estimators': 2000, 'min_samples_split': 2, 'max_depth': 80, 'min_samples_leaf': 4}
mean: -9933225839.907 std: (+/-23303484167.934) for {'max_features': 'auto', 'n_estimators': 200, 'min_samples_split': 5, 'max_depth': 80, 'min_samples_leaf': 4}
mean: -9658852954.956 std: (+/-22834031645.801) for {'max_features': 'auto', 'n_estimators': 400, 'min_samples_split': 5, 'max_depth': 80, 'min_samples_leaf': 4}
mean: -9783027278.300 std: (+/-22472254210.683) for {'max_features': 'auto', 'n_estimators': 600, 'min_samples_split': 5, 'max_depth': 80, 'min_samples_leaf': 4}
mean: -9942189334.469 std: (+/-22270678680.850) for {'max_features': 'auto', 'n_estimators': 800, 'min_samples_split': 5, 'max_depth': 80, 'min_samples_leaf': 4}
mean: -10574618831.658 std: (+/-22883180226.196) for {'max_features': 'auto', 'n_estimators': 1000, 'min_samples_split': 5, 'max_depth': 80, 'min_samples_leaf': 4}
mean: -9963279914.424 std: (+/-22181579133.189) for {'max_features': 'auto', 'n_estimators': 1200, 'min_samples_split': 5, 'max_depth': 80, 'min_samples_leaf': 4}
mean: -9989828125.679 std: (+/-22358285572.104) for {'max_features': 'auto', 'n_estimators': 1400, 'min_samples_split': 5, 'max_depth': 80, 'min_samples_leaf': 4}
mean: -10680570307.389 std: (+/-22808695424.703) for {'max_features': 'auto', 'n_estimators': 1600, 'min_samples_split': 5, 'max_depth': 80, 'min_samples_leaf': 4}
mean: -9927912252.948 std: (+/-22164160224.149) for {'max_features': 'auto', 'n_estimators': 1800, 'min_samples_split': 5, 'max_depth': 80, 'min_samples_leaf': 4}
mean: -10034201952.358 std: (+/-22404656436.124) for {'max_features': 'auto', 'n_estimators': 2000, 'min_samples_split': 5, 'max_depth': 80, 'min_samples_leaf': 4}
mean: -9993078770.415 std: (+/-21037497365.677) for {'max_features': 'auto', 'n_estimators': 200, 'min_samples_split': 10, 'max_depth': 80, 'min_samples_leaf': 4}
mean: -9939583155.397 std: (+/-20835087660.263) for {'max_features': 'auto', 'n_estimators': 400, 'min_samples_split': 10, 'max_depth': 80, 'min_samples_leaf': 4}
mean: -9830979277.894 std: (+/-20262663568.352) for {'max_features': 'auto', 'n_estimators': 600, 'min_samples_split': 10, 'max_depth': 80, 'min_samples_leaf': 4}
mean: -9792795101.725 std: (+/-19917885675.026) for {'max_features': 'auto', 'n_estimators': 800, 'min_samples_split': 10, 'max_depth': 80, 'min_samples_leaf': 4}
mean: -9732863771.897 std: (+/-19793647048.746) for {'max_features': 'auto', 'n_estimators': 1000, 'min_samples_split': 10, 'max_depth': 80, 'min_samples_leaf': 4}
mean: -9707130767.542 std: (+/-19735679234.457) for {'max_features': 'auto', 'n_estimators': 1200, 'min_samples_split': 10, 'max_depth': 80, 'min_samples_leaf': 4}
mean: -9698136231.144 std: (+/-19691621956.465) for {'max_features': 'auto', 'n_estimators': 1400, 'min_samples_split': 10, 'max_depth': 80, 'min_samples_leaf': 4}
mean: -9704342595.739 std: (+/-19648210760.960) for {'max_features': 'auto', 'n_estimators': 1600, 'min_samples_split': 10, 'max_depth': 80, 'min_samples_leaf': 4}
mean: -9702901823.265 std: (+/-19632895335.166) for {'max_features': 'auto', 'n_estimators': 1800, 'min_samples_split': 10, 'max_depth': 80, 'min_samples_leaf': 4}
mean: -9706981145.449 std: (+/-19616958201.714) for {'max_features': 'auto', 'n_estimators': 2000, 'min_samples_split': 10, 'max_depth': 80, 'min_samples_leaf': 4}
mean: -8975179239.742 std: (+/-15657445745.271) for {'max_features': 'sqrt', 'n_estimators': 200, 'min_samples_split': 2, 'max_depth': 80, 'min_samples_leaf': 1}
mean: -10288064196.974 std: (+/-17293989872.881) for {'max_features': 'sqrt', 'n_estimators': 400, 'min_samples_split': 2, 'max_depth': 80, 'min_samples_leaf': 1}
mean: -9445454760.909 std: (+/-15841055802.901) for {'max_features': 'sqrt', 'n_estimators': 600, 'min_samples_split': 2, 'max_depth': 80, 'min_samples_leaf': 1}
mean: -8911762187.071 std: (+/-15175584941.275) for {'max_features': 'sqrt', 'n_estimators': 800, 'min_samples_split': 2, 'max_depth': 80, 'min_samples_leaf': 1}
mean: -8545331926.226 std: (+/-15232549204.731) for {'max_features': 'sqrt', 'n_estimators': 1000, 'min_samples_split': 2, 'max_depth': 80, 'min_samples_leaf': 1}
mean: -11410260876.786 std: (+/-19905623138.410) for {'max_features': 'sqrt', 'n_estimators': 1200, 'min_samples_split': 2, 'max_depth': 80, 'min_samples_leaf': 1}
mean: -10002977643.193 std: (+/-17832480257.270) for {'max_features': 'sqrt', 'n_estimators': 1400, 'min_samples_split': 2, 'max_depth': 80, 'min_samples_leaf': 1}
mean: -10581739166.489 std: (+/-16315901242.062) for {'max_features': 'sqrt', 'n_estimators': 1600, 'min_samples_split': 2, 'max_depth': 80, 'min_samples_leaf': 1}
mean: -9290932334.137 std: (+/-17515077399.965) for {'max_features': 'sqrt', 'n_estimators': 1800, 'min_samples_split': 2, 'max_depth': 80, 'min_samples_leaf': 1}
mean: -9882423990.886 std: (+/-16714545803.697) for {'max_features': 'sqrt', 'n_estimators': 2000, 'min_samples_split': 2, 'max_depth': 80, 'min_samples_leaf': 1}
mean: -9949803122.949 std: (+/-17677210340.774) for {'max_features': 'sqrt', 'n_estimators': 200, 'min_samples_split': 5, 'max_depth': 80, 'min_samples_leaf': 1}
mean: -10777748234.656 std: (+/-19280286777.608) for {'max_features': 'sqrt', 'n_estimators': 400, 'min_samples_split': 5, 'max_depth': 80, 'min_samples_leaf': 1}
mean: -9852242811.748 std: (+/-17217229336.033) for {'max_features': 'sqrt', 'n_estimators': 600, 'min_samples_split': 5, 'max_depth': 80, 'min_samples_leaf': 1}
mean: -9388805760.882 std: (+/-17110116192.814) for {'max_features': 'sqrt', 'n_estimators': 800, 'min_samples_split': 5, 'max_depth': 80, 'min_samples_leaf': 1}
mean: -10408413777.630 std: (+/-18982333083.389) for {'max_features': 'sqrt', 'n_estimators': 1000, 'min_samples_split': 5, 'max_depth': 80, 'min_samples_leaf': 1}
mean: -10717695033.317 std: (+/-17701435404.529) for {'max_features': 'sqrt', 'n_estimators': 1200, 'min_samples_split': 5, 'max_depth': 80, 'min_samples_leaf': 1}
mean: -9603413990.784 std: (+/-18665575534.576) for {'max_features': 'sqrt', 'n_estimators': 1400, 'min_samples_split': 5, 'max_depth': 80, 'min_samples_leaf': 1}
mean: -10098417474.679 std: (+/-17416459341.300) for {'max_features': 'sqrt', 'n_estimators': 1600, 'min_samples_split': 5, 'max_depth': 80, 'min_samples_leaf': 1}
mean: -10270073992.504 std: (+/-17147846489.162) for {'max_features': 'sqrt', 'n_estimators': 1800, 'min_samples_split': 5, 'max_depth': 80, 'min_samples_leaf': 1}
mean: -10530958429.514 std: (+/-19269980679.459) for {'max_features': 'sqrt', 'n_estimators': 2000, 'min_samples_split': 5, 'max_depth': 80, 'min_samples_leaf': 1}
mean: -9400949456.200 std: (+/-19319097511.136) for {'max_features': 'sqrt', 'n_estimators': 200, 'min_samples_split': 10, 'max_depth': 80, 'min_samples_leaf': 1}
mean: -8677582159.855 std: (+/-16355212443.985) for {'max_features': 'sqrt', 'n_estimators': 400, 'min_samples_split': 10, 'max_depth': 80, 'min_samples_leaf': 1}
mean: -8841295414.286 std: (+/-16773329330.651) for {'max_features': 'sqrt', 'n_estimators': 600, 'min_samples_split': 10, 'max_depth': 80, 'min_samples_leaf': 1}
mean: -9398223234.335 std: (+/-17584069616.018) for {'max_features': 'sqrt', 'n_estimators': 800, 'min_samples_split': 10, 'max_depth': 80, 'min_samples_leaf': 1}
mean: -8990491775.906 std: (+/-17840132091.586) for {'max_features': 'sqrt', 'n_estimators': 1000, 'min_samples_split': 10, 'max_depth': 80, 'min_samples_leaf': 1}
mean: -8923021432.840 std: (+/-16656359966.467) for {'max_features': 'sqrt', 'n_estimators': 1200, 'min_samples_split': 10, 'max_depth': 80, 'min_samples_leaf': 1}
mean: -9071090951.897 std: (+/-17553937552.679) for {'max_features': 'sqrt', 'n_estimators': 1400, 'min_samples_split': 10, 'max_depth': 80, 'min_samples_leaf': 1}
mean: -8858489877.289 std: (+/-17416438498.476) for {'max_features': 'sqrt', 'n_estimators': 1600, 'min_samples_split': 10, 'max_depth': 80, 'min_samples_leaf': 1}
mean: -8835052028.294 std: (+/-17149727312.957) for {'max_features': 'sqrt', 'n_estimators': 1800, 'min_samples_split': 10, 'max_depth': 80, 'min_samples_leaf': 1}
mean: -9356805977.771 std: (+/-18221544780.246) for {'max_features': 'sqrt', 'n_estimators': 2000, 'min_samples_split': 10, 'max_depth': 80, 'min_samples_leaf': 1}
mean: -8898105782.319 std: (+/-16996446101.790) for {'max_features': 'sqrt', 'n_estimators': 200, 'min_samples_split': 2, 'max_depth': 80, 'min_samples_leaf': 2}
mean: -10461653477.205 std: (+/-18544230030.622) for {'max_features': 'sqrt', 'n_estimators': 400, 'min_samples_split': 2, 'max_depth': 80, 'min_samples_leaf': 2}
mean: -9152664680.160 std: (+/-16727343124.226) for {'max_features': 'sqrt', 'n_estimators': 600, 'min_samples_split': 2, 'max_depth': 80, 'min_samples_leaf': 2}
mean: -9068658967.948 std: (+/-17008247113.354) for {'max_features': 'sqrt', 'n_estimators': 800, 'min_samples_split': 2, 'max_depth': 80, 'min_samples_leaf': 2}
mean: -9078739054.653 std: (+/-18040407455.159) for {'max_features': 'sqrt', 'n_estimators': 1000, 'min_samples_split': 2, 'max_depth': 80, 'min_samples_leaf': 2}
mean: -9209513135.127 std: (+/-16314805865.653) for {'max_features': 'sqrt', 'n_estimators': 1200, 'min_samples_split': 2, 'max_depth': 80, 'min_samples_leaf': 2}
mean: -10592243909.305 std: (+/-18818161401.076) for {'max_features': 'sqrt', 'n_estimators': 1400, 'min_samples_split': 2, 'max_depth': 80, 'min_samples_leaf': 2}
mean: -10015476089.212 std: (+/-18994652017.494) for {'max_features': 'sqrt', 'n_estimators': 1600, 'min_samples_split': 2, 'max_depth': 80, 'min_samples_leaf': 2}
mean: -9727902460.924 std: (+/-16826561333.678) for {'max_features': 'sqrt', 'n_estimators': 1800, 'min_samples_split': 2, 'max_depth': 80, 'min_samples_leaf': 2}
mean: -9612488393.252 std: (+/-17880334128.781) for {'max_features': 'sqrt', 'n_estimators': 2000, 'min_samples_split': 2, 'max_depth': 80, 'min_samples_leaf': 2}
mean: -9762412986.419 std: (+/-18783965232.018) for {'max_features': 'sqrt', 'n_estimators': 200, 'min_samples_split': 5, 'max_depth': 80, 'min_samples_leaf': 2}
mean: -9849939275.369 std: (+/-19243804681.376) for {'max_features': 'sqrt', 'n_estimators': 400, 'min_samples_split': 5, 'max_depth': 80, 'min_samples_leaf': 2}
mean: -9258339037.361 std: (+/-15757128431.672) for {'max_features': 'sqrt', 'n_estimators': 600, 'min_samples_split': 5, 'max_depth': 80, 'min_samples_leaf': 2}
mean: -9674625032.645 std: (+/-18132048118.570) for {'max_features': 'sqrt', 'n_estimators': 800, 'min_samples_split': 5, 'max_depth': 80, 'min_samples_leaf': 2}
mean: -9456799133.917 std: (+/-17612340183.503) for {'max_features': 'sqrt', 'n_estimators': 1000, 'min_samples_split': 5, 'max_depth': 80, 'min_samples_leaf': 2}
mean: -9332496627.066 std: (+/-16981370284.275) for {'max_features': 'sqrt', 'n_estimators': 1200, 'min_samples_split': 5, 'max_depth': 80, 'min_samples_leaf': 2}
mean: -10358854224.020 std: (+/-18900041064.903) for {'max_features': 'sqrt', 'n_estimators': 1400, 'min_samples_split': 5, 'max_depth': 80, 'min_samples_leaf': 2}
mean: -10357092077.486 std: (+/-19328565813.033) for {'max_features': 'sqrt', 'n_estimators': 1600, 'min_samples_split': 5, 'max_depth': 80, 'min_samples_leaf': 2}
mean: -9372354569.805 std: (+/-18851534817.121) for {'max_features': 'sqrt', 'n_estimators': 1800, 'min_samples_split': 5, 'max_depth': 80, 'min_samples_leaf': 2}
mean: -9610327431.860 std: (+/-18026403726.271) for {'max_features': 'sqrt', 'n_estimators': 2000, 'min_samples_split': 5, 'max_depth': 80, 'min_samples_leaf': 2}
mean: -9013749106.578 std: (+/-18449935366.713) for {'max_features': 'sqrt', 'n_estimators': 200, 'min_samples_split': 10, 'max_depth': 80, 'min_samples_leaf': 2}
mean: -8831767409.838 std: (+/-18515912097.315) for {'max_features': 'sqrt', 'n_estimators': 400, 'min_samples_split': 10, 'max_depth': 80, 'min_samples_leaf': 2}
mean: -8952722276.893 std: (+/-18651272144.018) for {'max_features': 'sqrt', 'n_estimators': 600, 'min_samples_split': 10, 'max_depth': 80, 'min_samples_leaf': 2}
mean: -8931872306.995 std: (+/-18282319413.787) for {'max_features': 'sqrt', 'n_estimators': 800, 'min_samples_split': 10, 'max_depth': 80, 'min_samples_leaf': 2}
mean: -8844658675.030 std: (+/-18210818846.236) for {'max_features': 'sqrt', 'n_estimators': 1000, 'min_samples_split': 10, 'max_depth': 80, 'min_samples_leaf': 2}
mean: -9129197732.264 std: (+/-19706495468.103) for {'max_features': 'sqrt', 'n_estimators': 1200, 'min_samples_split': 10, 'max_depth': 80, 'min_samples_leaf': 2}
mean: -9130249400.536 std: (+/-19345881403.274) for {'max_features': 'sqrt', 'n_estimators': 1400, 'min_samples_split': 10, 'max_depth': 80, 'min_samples_leaf': 2}
mean: -8755696228.092 std: (+/-18137580306.558) for {'max_features': 'sqrt', 'n_estimators': 1600, 'min_samples_split': 10, 'max_depth': 80, 'min_samples_leaf': 2}
mean: -8792872306.837 std: (+/-17978732495.326) for {'max_features': 'sqrt', 'n_estimators': 1800, 'min_samples_split': 10, 'max_depth': 80, 'min_samples_leaf': 2}
mean: -8717529379.441 std: (+/-18185493801.510) for {'max_features': 'sqrt', 'n_estimators': 2000, 'min_samples_split': 10, 'max_depth': 80, 'min_samples_leaf': 2}
mean: -9946335290.937 std: (+/-22353346889.675) for {'max_features': 'sqrt', 'n_estimators': 200, 'min_samples_split': 2, 'max_depth': 80, 'min_samples_leaf': 4}
mean: -10350070890.020 std: (+/-22382964264.183) for {'max_features': 'sqrt', 'n_estimators': 400, 'min_samples_split': 2, 'max_depth': 80, 'min_samples_leaf': 4}
mean: -10057889028.582 std: (+/-21702986656.298) for {'max_features': 'sqrt', 'n_estimators': 600, 'min_samples_split': 2, 'max_depth': 80, 'min_samples_leaf': 4}
mean: -9900576714.633 std: (+/-21013987072.961) for {'max_features': 'sqrt', 'n_estimators': 800, 'min_samples_split': 2, 'max_depth': 80, 'min_samples_leaf': 4}
mean: -10526283947.211 std: (+/-20786928445.957) for {'max_features': 'sqrt', 'n_estimators': 1000, 'min_samples_split': 2, 'max_depth': 80, 'min_samples_leaf': 4}
mean: -10146353068.623 std: (+/-20266364093.165) for {'max_features': 'sqrt', 'n_estimators': 1200, 'min_samples_split': 2, 'max_depth': 80, 'min_samples_leaf': 4}
mean: -9685036374.495 std: (+/-21360974123.143) for {'max_features': 'sqrt', 'n_estimators': 1400, 'min_samples_split': 2, 'max_depth': 80, 'min_samples_leaf': 4}
mean: -10126036158.405 std: (+/-21301645759.677) for {'max_features': 'sqrt', 'n_estimators': 1600, 'min_samples_split': 2, 'max_depth': 80, 'min_samples_leaf': 4}
mean: -9716071378.335 std: (+/-20614420812.285) for {'max_features': 'sqrt', 'n_estimators': 1800, 'min_samples_split': 2, 'max_depth': 80, 'min_samples_leaf': 4}
mean: -9914464415.124 std: (+/-20970403459.315) for {'max_features': 'sqrt', 'n_estimators': 2000, 'min_samples_split': 2, 'max_depth': 80, 'min_samples_leaf': 4}
mean: -9564616045.171 std: (+/-21687986336.173) for {'max_features': 'sqrt', 'n_estimators': 200, 'min_samples_split': 5, 'max_depth': 80, 'min_samples_leaf': 4}
mean: -9784089592.117 std: (+/-21191479251.221) for {'max_features': 'sqrt', 'n_estimators': 400, 'min_samples_split': 5, 'max_depth': 80, 'min_samples_leaf': 4}
mean: -10406563686.047 std: (+/-21824334049.715) for {'max_features': 'sqrt', 'n_estimators': 600, 'min_samples_split': 5, 'max_depth': 80, 'min_samples_leaf': 4}
mean: -9902011555.250 std: (+/-21580082046.890) for {'max_features': 'sqrt', 'n_estimators': 800, 'min_samples_split': 5, 'max_depth': 80, 'min_samples_leaf': 4}
mean: -9479263034.649 std: (+/-20690911819.579) for {'max_features': 'sqrt', 'n_estimators': 1000, 'min_samples_split': 5, 'max_depth': 80, 'min_samples_leaf': 4}
mean: -9457709276.837 std: (+/-20824895306.192) for {'max_features': 'sqrt', 'n_estimators': 1200, 'min_samples_split': 5, 'max_depth': 80, 'min_samples_leaf': 4}
mean: -9933416929.241 std: (+/-20812157132.861) for {'max_features': 'sqrt', 'n_estimators': 1400, 'min_samples_split': 5, 'max_depth': 80, 'min_samples_leaf': 4}
mean: -10069797215.286 std: (+/-21480810902.195) for {'max_features': 'sqrt', 'n_estimators': 1600, 'min_samples_split': 5, 'max_depth': 80, 'min_samples_leaf': 4}
mean: -10477497923.096 std: (+/-21836753406.659) for {'max_features': 'sqrt', 'n_estimators': 1800, 'min_samples_split': 5, 'max_depth': 80, 'min_samples_leaf': 4}
mean: -9583166741.543 std: (+/-20281829594.829) for {'max_features': 'sqrt', 'n_estimators': 2000, 'min_samples_split': 5, 'max_depth': 80, 'min_samples_leaf': 4}
mean: -9873417531.891 std: (+/-19811839060.568) for {'max_features': 'sqrt', 'n_estimators': 200, 'min_samples_split': 10, 'max_depth': 80, 'min_samples_leaf': 4}
mean: -9678938355.642 std: (+/-19242970181.245) for {'max_features': 'sqrt', 'n_estimators': 400, 'min_samples_split': 10, 'max_depth': 80, 'min_samples_leaf': 4}
mean: -9680425337.731 std: (+/-18630941741.487) for {'max_features': 'sqrt', 'n_estimators': 600, 'min_samples_split': 10, 'max_depth': 80, 'min_samples_leaf': 4}
mean: -9903241819.403 std: (+/-19337813839.203) for {'max_features': 'sqrt', 'n_estimators': 800, 'min_samples_split': 10, 'max_depth': 80, 'min_samples_leaf': 4}
mean: -9707035816.352 std: (+/-18704771532.199) for {'max_features': 'sqrt', 'n_estimators': 1000, 'min_samples_split': 10, 'max_depth': 80, 'min_samples_leaf': 4}
mean: -9567322280.490 std: (+/-18521948753.421) for {'max_features': 'sqrt', 'n_estimators': 1200, 'min_samples_split': 10, 'max_depth': 80, 'min_samples_leaf': 4}
mean: -9508253771.915 std: (+/-18259559269.619) for {'max_features': 'sqrt', 'n_estimators': 1400, 'min_samples_split': 10, 'max_depth': 80, 'min_samples_leaf': 4}
mean: -9539205330.214 std: (+/-18669634505.488) for {'max_features': 'sqrt', 'n_estimators': 1600, 'min_samples_split': 10, 'max_depth': 80, 'min_samples_leaf': 4}
mean: -9558250987.375 std: (+/-18636295544.583) for {'max_features': 'sqrt', 'n_estimators': 1800, 'min_samples_split': 10, 'max_depth': 80, 'min_samples_leaf': 4}
mean: -9592283080.473 std: (+/-18616460321.967) for {'max_features': 'sqrt', 'n_estimators': 2000, 'min_samples_split': 10, 'max_depth': 80, 'min_samples_leaf': 4}
mean: -9997287412.076 std: (+/-14817758519.538) for {'max_features': 'auto', 'n_estimators': 200, 'min_samples_split': 2, 'max_depth': 100, 'min_samples_leaf': 1}
mean: -10807280269.593 std: (+/-15408282460.415) for {'max_features': 'auto', 'n_estimators': 400, 'min_samples_split': 2, 'max_depth': 100, 'min_samples_leaf': 1}
mean: -10570981845.289 std: (+/-17283621197.240) for {'max_features': 'auto', 'n_estimators': 600, 'min_samples_split': 2, 'max_depth': 100, 'min_samples_leaf': 1}
mean: -11346108420.279 std: (+/-15598499789.934) for {'max_features': 'auto', 'n_estimators': 800, 'min_samples_split': 2, 'max_depth': 100, 'min_samples_leaf': 1}
mean: -10987829692.652 std: (+/-15313147600.017) for {'max_features': 'auto', 'n_estimators': 1000, 'min_samples_split': 2, 'max_depth': 100, 'min_samples_leaf': 1}
mean: -10258254333.137 std: (+/-14075402852.476) for {'max_features': 'auto', 'n_estimators': 1200, 'min_samples_split': 2, 'max_depth': 100, 'min_samples_leaf': 1}
mean: -11278366362.464 std: (+/-16796259588.623) for {'max_features': 'auto', 'n_estimators': 1400, 'min_samples_split': 2, 'max_depth': 100, 'min_samples_leaf': 1}
mean: -10758152267.385 std: (+/-17092009060.947) for {'max_features': 'auto', 'n_estimators': 1600, 'min_samples_split': 2, 'max_depth': 100, 'min_samples_leaf': 1}
mean: -10570205897.630 std: (+/-16448184990.835) for {'max_features': 'auto', 'n_estimators': 1800, 'min_samples_split': 2, 'max_depth': 100, 'min_samples_leaf': 1}
mean: -11722434849.179 std: (+/-18453969111.215) for {'max_features': 'auto', 'n_estimators': 2000, 'min_samples_split': 2, 'max_depth': 100, 'min_samples_leaf': 1}
mean: -10235541352.719 std: (+/-18989530349.438) for {'max_features': 'auto', 'n_estimators': 200, 'min_samples_split': 5, 'max_depth': 100, 'min_samples_leaf': 1}
mean: -10045434579.469 std: (+/-18807496502.283) for {'max_features': 'auto', 'n_estimators': 400, 'min_samples_split': 5, 'max_depth': 100, 'min_samples_leaf': 1}
mean: -10576986464.442 std: (+/-18745968571.565) for {'max_features': 'auto', 'n_estimators': 600, 'min_samples_split': 5, 'max_depth': 100, 'min_samples_leaf': 1}
mean: -10854701557.826 std: (+/-19283034549.201) for {'max_features': 'auto', 'n_estimators': 800, 'min_samples_split': 5, 'max_depth': 100, 'min_samples_leaf': 1}
mean: -10187151723.557 std: (+/-18940126842.531) for {'max_features': 'auto', 'n_estimators': 1000, 'min_samples_split': 5, 'max_depth': 100, 'min_samples_leaf': 1}
mean: -10835612058.123 std: (+/-18879847032.240) for {'max_features': 'auto', 'n_estimators': 1200, 'min_samples_split': 5, 'max_depth': 100, 'min_samples_leaf': 1}
mean: -10850560356.728 std: (+/-19242798425.928) for {'max_features': 'auto', 'n_estimators': 1400, 'min_samples_split': 5, 'max_depth': 100, 'min_samples_leaf': 1}
mean: -9913105612.422 std: (+/-18771028417.721) for {'max_features': 'auto', 'n_estimators': 1600, 'min_samples_split': 5, 'max_depth': 100, 'min_samples_leaf': 1}
