mean: -213310456.814 std: (+/-208162772.357) for {'max_features': 'auto', 'n_estimators': 200, 'min_samples_split': 2, 'max_depth': 10, 'min_samples_leaf': 1}
mean: -263547915.007 std: (+/-361278644.316) for {'max_features': 'sqrt', 'n_estimators': 600, 'min_samples_split': 5, 'max_depth': 20, 'min_samples_leaf': 1}
mean: -283886177.625 std: (+/-365768650.433) for {'max_features': 'sqrt', 'n_estimators': 800, 'min_samples_split': 5, 'max_depth': 20, 'min_samples_leaf': 1}
mean: -279687440.932 std: (+/-343718918.562) for {'max_features': 'sqrt', 'n_estimators': 1000, 'min_samples_split': 5, 'max_depth': 20, 'min_samples_leaf': 1}
mean: -237812086.859 std: (+/-341699168.684) for {'max_features': 'sqrt', 'n_estimators': 1200, 'min_samples_split': 5, 'max_depth': 20, 'min_samples_leaf': 1}
mean: -260698034.429 std: (+/-362324526.656) for {'max_features': 'sqrt', 'n_estimators': 1400, 'min_samples_split': 5, 'max_depth': 20, 'min_samples_leaf': 1}
mean: -285034250.320 std: (+/-349770876.945) for {'max_features': 'sqrt', 'n_estimators': 1600, 'min_samples_split': 5, 'max_depth': 20, 'min_samples_leaf': 1}
mean: -266738749.426 std: (+/-371800521.180) for {'max_features': 'sqrt', 'n_estimators': 1800, 'min_samples_split': 5, 'max_depth': 20, 'min_samples_leaf': 1}
mean: -283952367.503 std: (+/-395618353.697) for {'max_features': 'sqrt', 'n_estimators': 2000, 'min_samples_split': 5, 'max_depth': 20, 'min_samples_leaf': 1}
mean: -262008931.980 std: (+/-364075880.137) for {'max_features': 'sqrt', 'n_estimators': 200, 'min_samples_split': 10, 'max_depth': 20, 'min_samples_leaf': 1}
mean: -285154978.851 std: (+/-390133977.931) for {'max_features': 'sqrt', 'n_estimators': 400, 'min_samples_split': 10, 'max_depth': 20, 'min_samples_leaf': 1}
mean: -290470149.435 std: (+/-377903320.078) for {'max_features': 'sqrt', 'n_estimators': 600, 'min_samples_split': 10, 'max_depth': 20, 'min_samples_leaf': 1}
mean: -291608933.005 std: (+/-366920260.859) for {'max_features': 'sqrt', 'n_estimators': 800, 'min_samples_split': 10, 'max_depth': 20, 'min_samples_leaf': 1}
mean: -266476368.730 std: (+/-368074020.245) for {'max_features': 'sqrt', 'n_estimators': 1000, 'min_samples_split': 10, 'max_depth': 20, 'min_samples_leaf': 1}
mean: -265264723.145 std: (+/-322156632.984) for {'max_features': 'sqrt', 'n_estimators': 1200, 'min_samples_split': 10, 'max_depth': 20, 'min_samples_leaf': 1}
mean: -298270338.693 std: (+/-351774487.973) for {'max_features': 'sqrt', 'n_estimators': 1400, 'min_samples_split': 10, 'max_depth': 20, 'min_samples_leaf': 1}
mean: -281248273.350 std: (+/-383970253.102) for {'max_features': 'sqrt', 'n_estimators': 1600, 'min_samples_split': 10, 'max_depth': 20, 'min_samples_leaf': 1}
mean: -283600792.847 std: (+/-385690153.488) for {'max_features': 'sqrt', 'n_estimators': 1800, 'min_samples_split': 10, 'max_depth': 20, 'min_samples_leaf': 1}
mean: -254492737.863 std: (+/-337114200.015) for {'max_features': 'sqrt', 'n_estimators': 2000, 'min_samples_split': 10, 'max_depth': 20, 'min_samples_leaf': 1}
mean: -237759825.605 std: (+/-328487753.163) for {'max_features': 'sqrt', 'n_estimators': 200, 'min_samples_split': 2, 'max_depth': 20, 'min_samples_leaf': 2}
mean: -232348364.005 std: (+/-298862591.513) for {'max_features': 'sqrt', 'n_estimators': 400, 'min_samples_split': 2, 'max_depth': 20, 'min_samples_leaf': 2}
mean: -218686473.459 std: (+/-344464351.384) for {'max_features': 'sqrt', 'n_estimators': 600, 'min_samples_split': 2, 'max_depth': 20, 'min_samples_leaf': 2}
mean: -219276683.935 std: (+/-345305712.870) for {'max_features': 'sqrt', 'n_estimators': 800, 'min_samples_split': 2, 'max_depth': 20, 'min_samples_leaf': 2}
mean: -238058032.379 std: (+/-337999899.287) for {'max_features': 'sqrt', 'n_estimators': 1000, 'min_samples_split': 2, 'max_depth': 20, 'min_samples_leaf': 2}
mean: -246203395.630 std: (+/-305996026.213) for {'max_features': 'sqrt', 'n_estimators': 1200, 'min_samples_split': 2, 'max_depth': 20, 'min_samples_leaf': 2}
mean: -232225358.658 std: (+/-331347743.248) for {'max_features': 'sqrt', 'n_estimators': 1400, 'min_samples_split': 2, 'max_depth': 20, 'min_samples_leaf': 2}
mean: -240115466.541 std: (+/-296570298.254) for {'max_features': 'sqrt', 'n_estimators': 1600, 'min_samples_split': 2, 'max_depth': 20, 'min_samples_leaf': 2}
mean: -225631321.419 std: (+/-309176196.674) for {'max_features': 'sqrt', 'n_estimators': 1800, 'min_samples_split': 2, 'max_depth': 20, 'min_samples_leaf': 2}
mean: -246677621.650 std: (+/-319806408.073) for {'max_features': 'sqrt', 'n_estimators': 2000, 'min_samples_split': 2, 'max_depth': 20, 'min_samples_leaf': 2}
mean: -242704469.158 std: (+/-351265425.016) for {'max_features': 'sqrt', 'n_estimators': 200, 'min_samples_split': 5, 'max_depth': 20, 'min_samples_leaf': 2}
mean: -260117512.369 std: (+/-347862351.873) for {'max_features': 'sqrt', 'n_estimators': 400, 'min_samples_split': 5, 'max_depth': 20, 'min_samples_leaf': 2}
mean: -256907726.479 std: (+/-376479079.207) for {'max_features': 'sqrt', 'n_estimators': 600, 'min_samples_split': 5, 'max_depth': 20, 'min_samples_leaf': 2}
mean: -241140153.722 std: (+/-333208022.656) for {'max_features': 'sqrt', 'n_estimators': 800, 'min_samples_split': 5, 'max_depth': 20, 'min_samples_leaf': 2}
mean: -240774263.790 std: (+/-340252502.866) for {'max_features': 'sqrt', 'n_estimators': 1000, 'min_samples_split': 5, 'max_depth': 20, 'min_samples_leaf': 2}
mean: -256063060.648 std: (+/-349828415.469) for {'max_features': 'sqrt', 'n_estimators': 1200, 'min_samples_split': 5, 'max_depth': 20, 'min_samples_leaf': 2}
mean: -235680406.331 std: (+/-362654735.642) for {'max_features': 'sqrt', 'n_estimators': 1400, 'min_samples_split': 5, 'max_depth': 20, 'min_samples_leaf': 2}
mean: -233846150.995 std: (+/-334409924.952) for {'max_features': 'sqrt', 'n_estimators': 1600, 'min_samples_split': 5, 'max_depth': 20, 'min_samples_leaf': 2}
mean: -256638699.355 std: (+/-341276827.443) for {'max_features': 'sqrt', 'n_estimators': 1800, 'min_samples_split': 5, 'max_depth': 20, 'min_samples_leaf': 2}
mean: -257878829.637 std: (+/-392406886.612) for {'max_features': 'sqrt', 'n_estimators': 2000, 'min_samples_split': 5, 'max_depth': 20, 'min_samples_leaf': 2}
mean: -239914999.317 std: (+/-373996126.200) for {'max_features': 'sqrt', 'n_estimators': 200, 'min_samples_split': 10, 'max_depth': 20, 'min_samples_leaf': 2}
mean: -225927888.884 std: (+/-351954780.375) for {'max_features': 'sqrt', 'n_estimators': 400, 'min_samples_split': 10, 'max_depth': 20, 'min_samples_leaf': 2}
mean: -253019210.358 std: (+/-352572567.975) for {'max_features': 'sqrt', 'n_estimators': 600, 'min_samples_split': 10, 'max_depth': 20, 'min_samples_leaf': 2}
mean: -250268305.638 std: (+/-359010854.217) for {'max_features': 'sqrt', 'n_estimators': 800, 'min_samples_split': 10, 'max_depth': 20, 'min_samples_leaf': 2}
mean: -219045464.037 std: (+/-364421064.425) for {'max_features': 'sqrt', 'n_estimators': 1000, 'min_samples_split': 10, 'max_depth': 20, 'min_samples_leaf': 2}
mean: -233458091.264 std: (+/-361990937.046) for {'max_features': 'sqrt', 'n_estimators': 1200, 'min_samples_split': 10, 'max_depth': 20, 'min_samples_leaf': 2}
mean: -255223664.718 std: (+/-400772103.518) for {'max_features': 'sqrt', 'n_estimators': 1400, 'min_samples_split': 10, 'max_depth': 20, 'min_samples_leaf': 2}
mean: -228843528.926 std: (+/-380447357.067) for {'max_features': 'sqrt', 'n_estimators': 1600, 'min_samples_split': 10, 'max_depth': 20, 'min_samples_leaf': 2}
mean: -238785008.388 std: (+/-351282414.506) for {'max_features': 'sqrt', 'n_estimators': 1800, 'min_samples_split': 10, 'max_depth': 20, 'min_samples_leaf': 2}
mean: -236173256.291 std: (+/-371754061.131) for {'max_features': 'sqrt', 'n_estimators': 2000, 'min_samples_split': 10, 'max_depth': 20, 'min_samples_leaf': 2}
mean: -218089022.460 std: (+/-353801982.526) for {'max_features': 'sqrt', 'n_estimators': 200, 'min_samples_split': 2, 'max_depth': 20, 'min_samples_leaf': 4}
mean: -210995301.153 std: (+/-344624759.283) for {'max_features': 'sqrt', 'n_estimators': 400, 'min_samples_split': 2, 'max_depth': 20, 'min_samples_leaf': 4}
mean: -224040320.781 std: (+/-362637324.098) for {'max_features': 'sqrt', 'n_estimators': 600, 'min_samples_split': 2, 'max_depth': 20, 'min_samples_leaf': 4}
mean: -207910890.841 std: (+/-361576430.189) for {'max_features': 'sqrt', 'n_estimators': 800, 'min_samples_split': 2, 'max_depth': 20, 'min_samples_leaf': 4}
mean: -225663802.207 std: (+/-351433995.546) for {'max_features': 'sqrt', 'n_estimators': 1000, 'min_samples_split': 2, 'max_depth': 20, 'min_samples_leaf': 4}
mean: -212472693.849 std: (+/-345028683.155) for {'max_features': 'sqrt', 'n_estimators': 1200, 'min_samples_split': 2, 'max_depth': 20, 'min_samples_leaf': 4}
mean: -228744938.684 std: (+/-363204445.343) for {'max_features': 'sqrt', 'n_estimators': 1400, 'min_samples_split': 2, 'max_depth': 20, 'min_samples_leaf': 4}
mean: -247336798.304 std: (+/-387907423.905) for {'max_features': 'sqrt', 'n_estimators': 1600, 'min_samples_split': 2, 'max_depth': 20, 'min_samples_leaf': 4}
mean: -199903168.834 std: (+/-357379893.528) for {'max_features': 'sqrt', 'n_estimators': 1800, 'min_samples_split': 2, 'max_depth': 20, 'min_samples_leaf': 4}
mean: -215867205.467 std: (+/-345151412.966) for {'max_features': 'sqrt', 'n_estimators': 2000, 'min_samples_split': 2, 'max_depth': 20, 'min_samples_leaf': 4}
mean: -223899324.904 std: (+/-363981313.837) for {'max_features': 'sqrt', 'n_estimators': 200, 'min_samples_split': 5, 'max_depth': 20, 'min_samples_leaf': 4}
mean: -207557854.395 std: (+/-350533090.018) for {'max_features': 'sqrt', 'n_estimators': 400, 'min_samples_split': 5, 'max_depth': 20, 'min_samples_leaf': 4}
mean: -217041120.890 std: (+/-356104508.169) for {'max_features': 'sqrt', 'n_estimators': 600, 'min_samples_split': 5, 'max_depth': 20, 'min_samples_leaf': 4}
mean: -227091936.024 std: (+/-358646047.098) for {'max_features': 'sqrt', 'n_estimators': 800, 'min_samples_split': 5, 'max_depth': 20, 'min_samples_leaf': 4}
mean: -222513351.362 std: (+/-354756065.802) for {'max_features': 'sqrt', 'n_estimators': 1000, 'min_samples_split': 5, 'max_depth': 20, 'min_samples_leaf': 4}
mean: -205506062.337 std: (+/-349168064.318) for {'max_features': 'sqrt', 'n_estimators': 1200, 'min_samples_split': 5, 'max_depth': 20, 'min_samples_leaf': 4}
mean: -215061265.448 std: (+/-372873079.201) for {'max_features': 'sqrt', 'n_estimators': 1400, 'min_samples_split': 5, 'max_depth': 20, 'min_samples_leaf': 4}
mean: -224762412.355 std: (+/-365142908.891) for {'max_features': 'sqrt', 'n_estimators': 1600, 'min_samples_split': 5, 'max_depth': 20, 'min_samples_leaf': 4}
mean: -228219839.410 std: (+/-373363728.988) for {'max_features': 'sqrt', 'n_estimators': 1800, 'min_samples_split': 5, 'max_depth': 20, 'min_samples_leaf': 4}
mean: -200004094.669 std: (+/-359973185.540) for {'max_features': 'sqrt', 'n_estimators': 2000, 'min_samples_split': 5, 'max_depth': 20, 'min_samples_leaf': 4}
mean: -234013364.504 std: (+/-376081425.062) for {'max_features': 'sqrt', 'n_estimators': 200, 'min_samples_split': 10, 'max_depth': 20, 'min_samples_leaf': 4}
mean: -203436840.052 std: (+/-361829914.534) for {'max_features': 'sqrt', 'n_estimators': 400, 'min_samples_split': 10, 'max_depth': 20, 'min_samples_leaf': 4}
mean: -208745323.880 std: (+/-355582424.661) for {'max_features': 'sqrt', 'n_estimators': 600, 'min_samples_split': 10, 'max_depth': 20, 'min_samples_leaf': 4}
mean: -212491786.935 std: (+/-342025851.157) for {'max_features': 'sqrt', 'n_estimators': 800, 'min_samples_split': 10, 'max_depth': 20, 'min_samples_leaf': 4}
mean: -225420563.306 std: (+/-366428649.012) for {'max_features': 'sqrt', 'n_estimators': 1000, 'min_samples_split': 10, 'max_depth': 20, 'min_samples_leaf': 4}
mean: -220091384.805 std: (+/-354957103.080) for {'max_features': 'sqrt', 'n_estimators': 1200, 'min_samples_split': 10, 'max_depth': 20, 'min_samples_leaf': 4}
mean: -248351134.595 std: (+/-382217381.342) for {'max_features': 'sqrt', 'n_estimators': 1400, 'min_samples_split': 10, 'max_depth': 20, 'min_samples_leaf': 4}
mean: -207827399.876 std: (+/-347413441.980) for {'max_features': 'sqrt', 'n_estimators': 1600, 'min_samples_split': 10, 'max_depth': 20, 'min_samples_leaf': 4}
mean: -205443941.607 std: (+/-348498007.360) for {'max_features': 'sqrt', 'n_estimators': 1800, 'min_samples_split': 10, 'max_depth': 20, 'min_samples_leaf': 4}
mean: -215957607.879 std: (+/-364727609.477) for {'max_features': 'sqrt', 'n_estimators': 2000, 'min_samples_split': 10, 'max_depth': 20, 'min_samples_leaf': 4}
mean: -334204262.665 std: (+/-450481705.108) for {'max_features': 'auto', 'n_estimators': 200, 'min_samples_split': 2, 'max_depth': 40, 'min_samples_leaf': 1}
mean: -336995260.214 std: (+/-427783798.734) for {'max_features': 'auto', 'n_estimators': 400, 'min_samples_split': 2, 'max_depth': 40, 'min_samples_leaf': 1}
mean: -318071732.386 std: (+/-431167919.681) for {'max_features': 'auto', 'n_estimators': 600, 'min_samples_split': 2, 'max_depth': 40, 'min_samples_leaf': 1}
mean: -355095912.198 std: (+/-413288935.025) for {'max_features': 'auto', 'n_estimators': 800, 'min_samples_split': 2, 'max_depth': 40, 'min_samples_leaf': 1}
mean: -359927933.029 std: (+/-460007582.831) for {'max_features': 'auto', 'n_estimators': 1000, 'min_samples_split': 2, 'max_depth': 40, 'min_samples_leaf': 1}
mean: -363579059.151 std: (+/-418101338.804) for {'max_features': 'auto', 'n_estimators': 1200, 'min_samples_split': 2, 'max_depth': 40, 'min_samples_leaf': 1}
mean: -340295541.284 std: (+/-399838243.310) for {'max_features': 'auto', 'n_estimators': 1400, 'min_samples_split': 2, 'max_depth': 40, 'min_samples_leaf': 1}
mean: -337773403.397 std: (+/-477444239.695) for {'max_features': 'auto', 'n_estimators': 1600, 'min_samples_split': 2, 'max_depth': 40, 'min_samples_leaf': 1}
mean: -318518032.545 std: (+/-441245997.091) for {'max_features': 'auto', 'n_estimators': 1800, 'min_samples_split': 2, 'max_depth': 40, 'min_samples_leaf': 1}
mean: -349090557.722 std: (+/-429540275.364) for {'max_features': 'auto', 'n_estimators': 2000, 'min_samples_split': 2, 'max_depth': 40, 'min_samples_leaf': 1}
mean: -333792390.360 std: (+/-498695464.762) for {'max_features': 'auto', 'n_estimators': 200, 'min_samples_split': 5, 'max_depth': 40, 'min_samples_leaf': 1}
mean: -347298443.971 std: (+/-449306007.154) for {'max_features': 'auto', 'n_estimators': 400, 'min_samples_split': 5, 'max_depth': 40, 'min_samples_leaf': 1}
mean: -321958981.223 std: (+/-465600737.197) for {'max_features': 'auto', 'n_estimators': 600, 'min_samples_split': 5, 'max_depth': 40, 'min_samples_leaf': 1}
mean: -321630130.385 std: (+/-470647229.351) for {'max_features': 'auto', 'n_estimators': 800, 'min_samples_split': 5, 'max_depth': 40, 'min_samples_leaf': 1}
mean: -347172139.732 std: (+/-433419084.346) for {'max_features': 'auto', 'n_estimators': 1000, 'min_samples_split': 5, 'max_depth': 40, 'min_samples_leaf': 1}
mean: -327627970.036 std: (+/-459311245.183) for {'max_features': 'auto', 'n_estimators': 1200, 'min_samples_split': 5, 'max_depth': 40, 'min_samples_leaf': 1}
mean: -330445000.199 std: (+/-461157503.725) for {'max_features': 'auto', 'n_estimators': 1400, 'min_samples_split': 5, 'max_depth': 40, 'min_samples_leaf': 1}
mean: -324093571.747 std: (+/-472872432.398) for {'max_features': 'auto', 'n_estimators': 1600, 'min_samples_split': 5, 'max_depth': 40, 'min_samples_leaf': 1}
mean: -331583871.004 std: (+/-475440854.720) for {'max_features': 'auto', 'n_estimators': 1800, 'min_samples_split': 5, 'max_depth': 40, 'min_samples_leaf': 1}
mean: -326032147.675 std: (+/-480569006.012) for {'max_features': 'auto', 'n_estimators': 2000, 'min_samples_split': 5, 'max_depth': 40, 'min_samples_leaf': 1}
mean: -283624967.400 std: (+/-437646178.124) for {'max_features': 'auto', 'n_estimators': 200, 'min_samples_split': 10, 'max_depth': 40, 'min_samples_leaf': 1}
mean: -301007179.033 std: (+/-447264228.887) for {'max_features': 'auto', 'n_estimators': 400, 'min_samples_split': 10, 'max_depth': 40, 'min_samples_leaf': 1}
mean: -301970415.657 std: (+/-433462722.014) for {'max_features': 'auto', 'n_estimators': 600, 'min_samples_split': 10, 'max_depth': 40, 'min_samples_leaf': 1}
mean: -287919942.286 std: (+/-432907972.670) for {'max_features': 'auto', 'n_estimators': 800, 'min_samples_split': 10, 'max_depth': 40, 'min_samples_leaf': 1}
mean: -301767702.077 std: (+/-441502204.649) for {'max_features': 'auto', 'n_estimators': 1000, 'min_samples_split': 10, 'max_depth': 40, 'min_samples_leaf': 1}
mean: -305353741.032 std: (+/-467698077.158) for {'max_features': 'auto', 'n_estimators': 1200, 'min_samples_split': 10, 'max_depth': 40, 'min_samples_leaf': 1}
mean: -297737682.387 std: (+/-439012196.632) for {'max_features': 'auto', 'n_estimators': 1400, 'min_samples_split': 10, 'max_depth': 40, 'min_samples_leaf': 1}
mean: -308827788.647 std: (+/-452244229.964) for {'max_features': 'auto', 'n_estimators': 1600, 'min_samples_split': 10, 'max_depth': 40, 'min_samples_leaf': 1}
mean: -296647764.416 std: (+/-437049395.657) for {'max_features': 'auto', 'n_estimators': 1800, 'min_samples_split': 10, 'max_depth': 40, 'min_samples_leaf': 1}
mean: -304876546.740 std: (+/-417746744.063) for {'max_features': 'auto', 'n_estimators': 2000, 'min_samples_split': 10, 'max_depth': 40, 'min_samples_leaf': 1}
mean: -259052475.559 std: (+/-334493867.155) for {'max_features': 'auto', 'n_estimators': 200, 'min_samples_split': 2, 'max_depth': 40, 'min_samples_leaf': 2}
mean: -253845649.792 std: (+/-383900642.968) for {'max_features': 'auto', 'n_estimators': 400, 'min_samples_split': 2, 'max_depth': 40, 'min_samples_leaf': 2}
mean: -252180407.008 std: (+/-326291748.393) for {'max_features': 'auto', 'n_estimators': 600, 'min_samples_split': 2, 'max_depth': 40, 'min_samples_leaf': 2}
mean: -251007311.642 std: (+/-335802071.154) for {'max_features': 'auto', 'n_estimators': 800, 'min_samples_split': 2, 'max_depth': 40, 'min_samples_leaf': 2}
mean: -246840815.364 std: (+/-324932598.973) for {'max_features': 'auto', 'n_estimators': 1000, 'min_samples_split': 2, 'max_depth': 40, 'min_samples_leaf': 2}
mean: -246914578.637 std: (+/-350156891.817) for {'max_features': 'auto', 'n_estimators': 1200, 'min_samples_split': 2, 'max_depth': 40, 'min_samples_leaf': 2}
mean: -241980597.571 std: (+/-368196783.709) for {'max_features': 'auto', 'n_estimators': 1400, 'min_samples_split': 2, 'max_depth': 40, 'min_samples_leaf': 2}
mean: -259634192.754 std: (+/-376119954.157) for {'max_features': 'auto', 'n_estimators': 1600, 'min_samples_split': 2, 'max_depth': 40, 'min_samples_leaf': 2}
mean: -255434939.245 std: (+/-381907477.807) for {'max_features': 'auto', 'n_estimators': 1800, 'min_samples_split': 2, 'max_depth': 40, 'min_samples_leaf': 2}
mean: -255188902.575 std: (+/-368386857.262) for {'max_features': 'auto', 'n_estimators': 2000, 'min_samples_split': 2, 'max_depth': 40, 'min_samples_leaf': 2}
mean: -272414923.732 std: (+/-437377321.448) for {'max_features': 'auto', 'n_estimators': 200, 'min_samples_split': 5, 'max_depth': 40, 'min_samples_leaf': 2}
mean: -259510708.900 std: (+/-430696157.331) for {'max_features': 'auto', 'n_estimators': 400, 'min_samples_split': 5, 'max_depth': 40, 'min_samples_leaf': 2}
mean: -272761030.396 std: (+/-415945979.129) for {'max_features': 'auto', 'n_estimators': 600, 'min_samples_split': 5, 'max_depth': 40, 'min_samples_leaf': 2}
mean: -288517687.898 std: (+/-403356878.372) for {'max_features': 'auto', 'n_estimators': 800, 'min_samples_split': 5, 'max_depth': 40, 'min_samples_leaf': 2}
mean: -277715020.943 std: (+/-440541172.869) for {'max_features': 'auto', 'n_estimators': 1000, 'min_samples_split': 5, 'max_depth': 40, 'min_samples_leaf': 2}
mean: -274107269.972 std: (+/-439633566.645) for {'max_features': 'auto', 'n_estimators': 1200, 'min_samples_split': 5, 'max_depth': 40, 'min_samples_leaf': 2}
mean: -278094275.290 std: (+/-414444809.403) for {'max_features': 'auto', 'n_estimators': 1400, 'min_samples_split': 5, 'max_depth': 40, 'min_samples_leaf': 2}
mean: -277642550.566 std: (+/-422121025.663) for {'max_features': 'auto', 'n_estimators': 1600, 'min_samples_split': 5, 'max_depth': 40, 'min_samples_leaf': 2}
mean: -265573444.479 std: (+/-415515851.344) for {'max_features': 'auto', 'n_estimators': 1800, 'min_samples_split': 5, 'max_depth': 40, 'min_samples_leaf': 2}
mean: -265033870.784 std: (+/-434276112.118) for {'max_features': 'auto', 'n_estimators': 2000, 'min_samples_split': 5, 'max_depth': 40, 'min_samples_leaf': 2}
mean: -254742539.609 std: (+/-393106502.208) for {'max_features': 'auto', 'n_estimators': 200, 'min_samples_split': 10, 'max_depth': 40, 'min_samples_leaf': 2}
mean: -244317946.272 std: (+/-392295210.227) for {'max_features': 'auto', 'n_estimators': 400, 'min_samples_split': 10, 'max_depth': 40, 'min_samples_leaf': 2}
mean: -261556947.590 std: (+/-386383196.270) for {'max_features': 'auto', 'n_estimators': 600, 'min_samples_split': 10, 'max_depth': 40, 'min_samples_leaf': 2}
mean: -247171703.143 std: (+/-394289247.851) for {'max_features': 'auto', 'n_estimators': 800, 'min_samples_split': 10, 'max_depth': 40, 'min_samples_leaf': 2}
mean: -250211863.468 std: (+/-385295952.383) for {'max_features': 'auto', 'n_estimators': 1000, 'min_samples_split': 10, 'max_depth': 40, 'min_samples_leaf': 2}
mean: -250027238.409 std: (+/-403574327.665) for {'max_features': 'auto', 'n_estimators': 1200, 'min_samples_split': 10, 'max_depth': 40, 'min_samples_leaf': 2}
mean: -264456440.826 std: (+/-399637982.749) for {'max_features': 'auto', 'n_estimators': 1400, 'min_samples_split': 10, 'max_depth': 40, 'min_samples_leaf': 2}
mean: -249502894.602 std: (+/-413599545.418) for {'max_features': 'auto', 'n_estimators': 1600, 'min_samples_split': 10, 'max_depth': 40, 'min_samples_leaf': 2}
mean: -246451851.772 std: (+/-403906752.713) for {'max_features': 'auto', 'n_estimators': 1800, 'min_samples_split': 10, 'max_depth': 40, 'min_samples_leaf': 2}
mean: -243769558.823 std: (+/-400668816.080) for {'max_features': 'auto', 'n_estimators': 2000, 'min_samples_split': 10, 'max_depth': 40, 'min_samples_leaf': 2}
mean: -232855164.952 std: (+/-338272373.335) for {'max_features': 'auto', 'n_estimators': 200, 'min_samples_split': 2, 'max_depth': 40, 'min_samples_leaf': 4}
mean: -231906477.860 std: (+/-330745221.441) for {'max_features': 'auto', 'n_estimators': 400, 'min_samples_split': 2, 'max_depth': 40, 'min_samples_leaf': 4}
mean: -244507947.574 std: (+/-325413831.203) for {'max_features': 'auto', 'n_estimators': 600, 'min_samples_split': 2, 'max_depth': 40, 'min_samples_leaf': 4}
mean: -236675044.996 std: (+/-320832203.750) for {'max_features': 'auto', 'n_estimators': 800, 'min_samples_split': 2, 'max_depth': 40, 'min_samples_leaf': 4}
mean: -240736597.986 std: (+/-321027727.255) for {'max_features': 'auto', 'n_estimators': 1000, 'min_samples_split': 2, 'max_depth': 40, 'min_samples_leaf': 4}
mean: -236502105.606 std: (+/-322076270.930) for {'max_features': 'auto', 'n_estimators': 1200, 'min_samples_split': 2, 'max_depth': 40, 'min_samples_leaf': 4}
mean: -231640490.060 std: (+/-327299476.459) for {'max_features': 'auto', 'n_estimators': 1400, 'min_samples_split': 2, 'max_depth': 40, 'min_samples_leaf': 4}
mean: -241677917.331 std: (+/-323477304.705) for {'max_features': 'auto', 'n_estimators': 1600, 'min_samples_split': 2, 'max_depth': 40, 'min_samples_leaf': 4}
mean: -239761056.281 std: (+/-325595452.930) for {'max_features': 'auto', 'n_estimators': 1800, 'min_samples_split': 2, 'max_depth': 40, 'min_samples_leaf': 4}
mean: -242237648.741 std: (+/-323670869.274) for {'max_features': 'auto', 'n_estimators': 2000, 'min_samples_split': 2, 'max_depth': 40, 'min_samples_leaf': 4}
mean: -235526370.791 std: (+/-340089365.271) for {'max_features': 'auto', 'n_estimators': 200, 'min_samples_split': 5, 'max_depth': 40, 'min_samples_leaf': 4}
mean: -236057063.340 std: (+/-330205386.970) for {'max_features': 'auto', 'n_estimators': 400, 'min_samples_split': 5, 'max_depth': 40, 'min_samples_leaf': 4}
mean: -245527999.031 std: (+/-323118629.715) for {'max_features': 'auto', 'n_estimators': 600, 'min_samples_split': 5, 'max_depth': 40, 'min_samples_leaf': 4}
mean: -250651192.885 std: (+/-322909214.073) for {'max_features': 'auto', 'n_estimators': 800, 'min_samples_split': 5, 'max_depth': 40, 'min_samples_leaf': 4}
mean: -229466876.066 std: (+/-328371487.785) for {'max_features': 'auto', 'n_estimators': 1000, 'min_samples_split': 5, 'max_depth': 40, 'min_samples_leaf': 4}
mean: -233592092.155 std: (+/-326588874.485) for {'max_features': 'auto', 'n_estimators': 1200, 'min_samples_split': 5, 'max_depth': 40, 'min_samples_leaf': 4}
mean: -237526148.761 std: (+/-324774725.281) for {'max_features': 'auto', 'n_estimators': 1400, 'min_samples_split': 5, 'max_depth': 40, 'min_samples_leaf': 4}
mean: -236097169.928 std: (+/-323803082.550) for {'max_features': 'auto', 'n_estimators': 1600, 'min_samples_split': 5, 'max_depth': 40, 'min_samples_leaf': 4}
mean: -241023872.975 std: (+/-323643441.766) for {'max_features': 'auto', 'n_estimators': 1800, 'min_samples_split': 5, 'max_depth': 40, 'min_samples_leaf': 4}
mean: -238193659.908 std: (+/-322249156.921) for {'max_features': 'auto', 'n_estimators': 2000, 'min_samples_split': 5, 'max_depth': 40, 'min_samples_leaf': 4}
mean: -220377388.129 std: (+/-346591447.660) for {'max_features': 'auto', 'n_estimators': 200, 'min_samples_split': 10, 'max_depth': 40, 'min_samples_leaf': 4}
mean: -224701072.109 std: (+/-334925074.868) for {'max_features': 'auto', 'n_estimators': 400, 'min_samples_split': 10, 'max_depth': 40, 'min_samples_leaf': 4}
mean: -227669457.449 std: (+/-331546701.661) for {'max_features': 'auto', 'n_estimators': 600, 'min_samples_split': 10, 'max_depth': 40, 'min_samples_leaf': 4}
mean: -227689978.894 std: (+/-330375926.767) for {'max_features': 'auto', 'n_estimators': 800, 'min_samples_split': 10, 'max_depth': 40, 'min_samples_leaf': 4}
mean: -228926052.291 std: (+/-329586174.102) for {'max_features': 'auto', 'n_estimators': 1000, 'min_samples_split': 10, 'max_depth': 40, 'min_samples_leaf': 4}
mean: -229009073.888 std: (+/-330077960.992) for {'max_features': 'auto', 'n_estimators': 1200, 'min_samples_split': 10, 'max_depth': 40, 'min_samples_leaf': 4}
mean: -232737177.397 std: (+/-326427312.987) for {'max_features': 'auto', 'n_estimators': 1400, 'min_samples_split': 10, 'max_depth': 40, 'min_samples_leaf': 4}
mean: -231719543.083 std: (+/-328721347.469) for {'max_features': 'auto', 'n_estimators': 1600, 'min_samples_split': 10, 'max_depth': 40, 'min_samples_leaf': 4}
