mean: -320779073.095 std: (+/-439945301.588) for {'max_features': 'auto', 'n_estimators': 200, 'min_samples_split': 2, 'max_depth': 10, 'min_samples_leaf': 1}
mean: -215726323.197 std: (+/-360232964.435) for {'max_features': 'sqrt', 'n_estimators': 2000, 'min_samples_split': 2, 'max_depth': 60, 'min_samples_leaf': 4}
mean: -231604808.303 std: (+/-366307333.748) for {'max_features': 'sqrt', 'n_estimators': 200, 'min_samples_split': 5, 'max_depth': 60, 'min_samples_leaf': 4}
mean: -234690086.958 std: (+/-385063144.818) for {'max_features': 'sqrt', 'n_estimators': 400, 'min_samples_split': 5, 'max_depth': 60, 'min_samples_leaf': 4}
mean: -245458535.283 std: (+/-378552266.428) for {'max_features': 'sqrt', 'n_estimators': 600, 'min_samples_split': 5, 'max_depth': 60, 'min_samples_leaf': 4}
mean: -216651989.894 std: (+/-362725806.063) for {'max_features': 'sqrt', 'n_estimators': 800, 'min_samples_split': 5, 'max_depth': 60, 'min_samples_leaf': 4}
mean: -210996068.348 std: (+/-355326041.384) for {'max_features': 'sqrt', 'n_estimators': 1000, 'min_samples_split': 5, 'max_depth': 60, 'min_samples_leaf': 4}
mean: -217630835.978 std: (+/-342629728.706) for {'max_features': 'sqrt', 'n_estimators': 1200, 'min_samples_split': 5, 'max_depth': 60, 'min_samples_leaf': 4}
mean: -219879788.582 std: (+/-355913628.198) for {'max_features': 'sqrt', 'n_estimators': 1400, 'min_samples_split': 5, 'max_depth': 60, 'min_samples_leaf': 4}
mean: -239595175.249 std: (+/-358730481.666) for {'max_features': 'sqrt', 'n_estimators': 1600, 'min_samples_split': 5, 'max_depth': 60, 'min_samples_leaf': 4}
mean: -246936307.772 std: (+/-388237740.907) for {'max_features': 'sqrt', 'n_estimators': 1800, 'min_samples_split': 5, 'max_depth': 60, 'min_samples_leaf': 4}
mean: -207615944.682 std: (+/-351659193.527) for {'max_features': 'sqrt', 'n_estimators': 2000, 'min_samples_split': 5, 'max_depth': 60, 'min_samples_leaf': 4}
mean: -232438083.623 std: (+/-351439490.763) for {'max_features': 'sqrt', 'n_estimators': 200, 'min_samples_split': 10, 'max_depth': 60, 'min_samples_leaf': 4}
mean: -214447330.763 std: (+/-358490144.259) for {'max_features': 'sqrt', 'n_estimators': 400, 'min_samples_split': 10, 'max_depth': 60, 'min_samples_leaf': 4}
mean: -210807623.134 std: (+/-351241800.725) for {'max_features': 'sqrt', 'n_estimators': 600, 'min_samples_split': 10, 'max_depth': 60, 'min_samples_leaf': 4}
mean: -223267565.934 std: (+/-351069399.835) for {'max_features': 'sqrt', 'n_estimators': 800, 'min_samples_split': 10, 'max_depth': 60, 'min_samples_leaf': 4}
mean: -202567282.338 std: (+/-355425309.695) for {'max_features': 'sqrt', 'n_estimators': 1000, 'min_samples_split': 10, 'max_depth': 60, 'min_samples_leaf': 4}
mean: -208293612.621 std: (+/-344659524.305) for {'max_features': 'sqrt', 'n_estimators': 1200, 'min_samples_split': 10, 'max_depth': 60, 'min_samples_leaf': 4}
mean: -210098845.904 std: (+/-359922374.842) for {'max_features': 'sqrt', 'n_estimators': 1400, 'min_samples_split': 10, 'max_depth': 60, 'min_samples_leaf': 4}
mean: -222415598.576 std: (+/-340042730.654) for {'max_features': 'sqrt', 'n_estimators': 1600, 'min_samples_split': 10, 'max_depth': 60, 'min_samples_leaf': 4}
mean: -222386242.874 std: (+/-351314388.480) for {'max_features': 'sqrt', 'n_estimators': 1800, 'min_samples_split': 10, 'max_depth': 60, 'min_samples_leaf': 4}
mean: -212467179.777 std: (+/-354788586.705) for {'max_features': 'sqrt', 'n_estimators': 2000, 'min_samples_split': 10, 'max_depth': 60, 'min_samples_leaf': 4}
mean: -325033045.705 std: (+/-417131262.446) for {'max_features': 'auto', 'n_estimators': 200, 'min_samples_split': 2, 'max_depth': 80, 'min_samples_leaf': 1}
mean: -349268347.684 std: (+/-450433398.339) for {'max_features': 'auto', 'n_estimators': 400, 'min_samples_split': 2, 'max_depth': 80, 'min_samples_leaf': 1}
mean: -321986071.304 std: (+/-425544536.098) for {'max_features': 'auto', 'n_estimators': 600, 'min_samples_split': 2, 'max_depth': 80, 'min_samples_leaf': 1}
mean: -359120865.273 std: (+/-414529098.666) for {'max_features': 'auto', 'n_estimators': 800, 'min_samples_split': 2, 'max_depth': 80, 'min_samples_leaf': 1}
mean: -309213945.494 std: (+/-431224845.855) for {'max_features': 'auto', 'n_estimators': 1000, 'min_samples_split': 2, 'max_depth': 80, 'min_samples_leaf': 1}
mean: -330226487.763 std: (+/-458885225.042) for {'max_features': 'auto', 'n_estimators': 1200, 'min_samples_split': 2, 'max_depth': 80, 'min_samples_leaf': 1}
mean: -351066718.295 std: (+/-427505466.301) for {'max_features': 'auto', 'n_estimators': 1400, 'min_samples_split': 2, 'max_depth': 80, 'min_samples_leaf': 1}
mean: -322353436.591 std: (+/-432867007.309) for {'max_features': 'auto', 'n_estimators': 1600, 'min_samples_split': 2, 'max_depth': 80, 'min_samples_leaf': 1}
mean: -320042846.030 std: (+/-420053703.591) for {'max_features': 'auto', 'n_estimators': 1800, 'min_samples_split': 2, 'max_depth': 80, 'min_samples_leaf': 1}
mean: -331888013.255 std: (+/-450024353.065) for {'max_features': 'auto', 'n_estimators': 2000, 'min_samples_split': 2, 'max_depth': 80, 'min_samples_leaf': 1}
mean: -330435459.796 std: (+/-458649091.243) for {'max_features': 'auto', 'n_estimators': 200, 'min_samples_split': 5, 'max_depth': 80, 'min_samples_leaf': 1}
mean: -321189141.837 std: (+/-476669758.629) for {'max_features': 'auto', 'n_estimators': 400, 'min_samples_split': 5, 'max_depth': 80, 'min_samples_leaf': 1}
mean: -315808425.034 std: (+/-468460550.235) for {'max_features': 'auto', 'n_estimators': 600, 'min_samples_split': 5, 'max_depth': 80, 'min_samples_leaf': 1}
mean: -317096464.553 std: (+/-476165883.950) for {'max_features': 'auto', 'n_estimators': 800, 'min_samples_split': 5, 'max_depth': 80, 'min_samples_leaf': 1}
mean: -334679581.815 std: (+/-459693433.822) for {'max_features': 'auto', 'n_estimators': 1000, 'min_samples_split': 5, 'max_depth': 80, 'min_samples_leaf': 1}
mean: -322832522.814 std: (+/-474833220.224) for {'max_features': 'auto', 'n_estimators': 1200, 'min_samples_split': 5, 'max_depth': 80, 'min_samples_leaf': 1}
mean: -336394479.958 std: (+/-479541426.486) for {'max_features': 'auto', 'n_estimators': 1400, 'min_samples_split': 5, 'max_depth': 80, 'min_samples_leaf': 1}
mean: -347931363.162 std: (+/-485875183.124) for {'max_features': 'auto', 'n_estimators': 1600, 'min_samples_split': 5, 'max_depth': 80, 'min_samples_leaf': 1}
mean: -348139431.727 std: (+/-474328980.364) for {'max_features': 'auto', 'n_estimators': 1800, 'min_samples_split': 5, 'max_depth': 80, 'min_samples_leaf': 1}
mean: -339468087.996 std: (+/-450042762.662) for {'max_features': 'auto', 'n_estimators': 2000, 'min_samples_split': 5, 'max_depth': 80, 'min_samples_leaf': 1}
mean: -306769902.572 std: (+/-452585633.836) for {'max_features': 'auto', 'n_estimators': 200, 'min_samples_split': 10, 'max_depth': 80, 'min_samples_leaf': 1}
mean: -300733764.957 std: (+/-443816021.181) for {'max_features': 'auto', 'n_estimators': 400, 'min_samples_split': 10, 'max_depth': 80, 'min_samples_leaf': 1}
mean: -300850644.558 std: (+/-459164873.706) for {'max_features': 'auto', 'n_estimators': 600, 'min_samples_split': 10, 'max_depth': 80, 'min_samples_leaf': 1}
mean: -296732922.473 std: (+/-444172278.350) for {'max_features': 'auto', 'n_estimators': 800, 'min_samples_split': 10, 'max_depth': 80, 'min_samples_leaf': 1}
mean: -295115761.902 std: (+/-446838349.115) for {'max_features': 'auto', 'n_estimators': 1000, 'min_samples_split': 10, 'max_depth': 80, 'min_samples_leaf': 1}
mean: -298458036.396 std: (+/-436738720.811) for {'max_features': 'auto', 'n_estimators': 1200, 'min_samples_split': 10, 'max_depth': 80, 'min_samples_leaf': 1}
mean: -293580857.524 std: (+/-445094049.181) for {'max_features': 'auto', 'n_estimators': 1400, 'min_samples_split': 10, 'max_depth': 80, 'min_samples_leaf': 1}
mean: -298089581.896 std: (+/-444005230.790) for {'max_features': 'auto', 'n_estimators': 1600, 'min_samples_split': 10, 'max_depth': 80, 'min_samples_leaf': 1}
mean: -289853034.516 std: (+/-436519716.969) for {'max_features': 'auto', 'n_estimators': 1800, 'min_samples_split': 10, 'max_depth': 80, 'min_samples_leaf': 1}
mean: -305867381.598 std: (+/-444426736.011) for {'max_features': 'auto', 'n_estimators': 2000, 'min_samples_split': 10, 'max_depth': 80, 'min_samples_leaf': 1}
mean: -281416799.621 std: (+/-337635068.892) for {'max_features': 'auto', 'n_estimators': 200, 'min_samples_split': 2, 'max_depth': 80, 'min_samples_leaf': 2}
mean: -246465392.267 std: (+/-333528028.536) for {'max_features': 'auto', 'n_estimators': 400, 'min_samples_split': 2, 'max_depth': 80, 'min_samples_leaf': 2}
mean: -253788452.604 std: (+/-394854505.821) for {'max_features': 'auto', 'n_estimators': 600, 'min_samples_split': 2, 'max_depth': 80, 'min_samples_leaf': 2}
mean: -260563985.814 std: (+/-347378644.702) for {'max_features': 'auto', 'n_estimators': 800, 'min_samples_split': 2, 'max_depth': 80, 'min_samples_leaf': 2}
mean: -236326895.088 std: (+/-331705428.211) for {'max_features': 'auto', 'n_estimators': 1000, 'min_samples_split': 2, 'max_depth': 80, 'min_samples_leaf': 2}
mean: -254423448.248 std: (+/-348965914.402) for {'max_features': 'auto', 'n_estimators': 1200, 'min_samples_split': 2, 'max_depth': 80, 'min_samples_leaf': 2}
mean: -241404307.994 std: (+/-391314745.241) for {'max_features': 'auto', 'n_estimators': 1400, 'min_samples_split': 2, 'max_depth': 80, 'min_samples_leaf': 2}
mean: -248710056.825 std: (+/-322099130.739) for {'max_features': 'auto', 'n_estimators': 1600, 'min_samples_split': 2, 'max_depth': 80, 'min_samples_leaf': 2}
mean: -243462491.449 std: (+/-365825918.731) for {'max_features': 'auto', 'n_estimators': 1800, 'min_samples_split': 2, 'max_depth': 80, 'min_samples_leaf': 2}
mean: -248636667.268 std: (+/-353388947.177) for {'max_features': 'auto', 'n_estimators': 2000, 'min_samples_split': 2, 'max_depth': 80, 'min_samples_leaf': 2}
mean: -266993455.748 std: (+/-427924565.271) for {'max_features': 'auto', 'n_estimators': 200, 'min_samples_split': 5, 'max_depth': 80, 'min_samples_leaf': 2}
mean: -284519110.110 std: (+/-410721093.693) for {'max_features': 'auto', 'n_estimators': 400, 'min_samples_split': 5, 'max_depth': 80, 'min_samples_leaf': 2}
mean: -266975193.180 std: (+/-430498586.599) for {'max_features': 'auto', 'n_estimators': 600, 'min_samples_split': 5, 'max_depth': 80, 'min_samples_leaf': 2}
mean: -261478390.357 std: (+/-420865705.040) for {'max_features': 'auto', 'n_estimators': 800, 'min_samples_split': 5, 'max_depth': 80, 'min_samples_leaf': 2}
mean: -277907124.227 std: (+/-432848678.355) for {'max_features': 'auto', 'n_estimators': 1000, 'min_samples_split': 5, 'max_depth': 80, 'min_samples_leaf': 2}
mean: -265677873.605 std: (+/-443499459.860) for {'max_features': 'auto', 'n_estimators': 1200, 'min_samples_split': 5, 'max_depth': 80, 'min_samples_leaf': 2}
mean: -259515874.656 std: (+/-423718086.448) for {'max_features': 'auto', 'n_estimators': 1400, 'min_samples_split': 5, 'max_depth': 80, 'min_samples_leaf': 2}
mean: -257370749.002 std: (+/-441144354.827) for {'max_features': 'auto', 'n_estimators': 1600, 'min_samples_split': 5, 'max_depth': 80, 'min_samples_leaf': 2}
mean: -267472550.835 std: (+/-440260180.501) for {'max_features': 'auto', 'n_estimators': 1800, 'min_samples_split': 5, 'max_depth': 80, 'min_samples_leaf': 2}
mean: -265679959.631 std: (+/-432718207.739) for {'max_features': 'auto', 'n_estimators': 2000, 'min_samples_split': 5, 'max_depth': 80, 'min_samples_leaf': 2}
mean: -255605167.568 std: (+/-397597852.377) for {'max_features': 'auto', 'n_estimators': 200, 'min_samples_split': 10, 'max_depth': 80, 'min_samples_leaf': 2}
mean: -248928175.883 std: (+/-385832931.071) for {'max_features': 'auto', 'n_estimators': 400, 'min_samples_split': 10, 'max_depth': 80, 'min_samples_leaf': 2}
mean: -255051944.597 std: (+/-393903282.034) for {'max_features': 'auto', 'n_estimators': 600, 'min_samples_split': 10, 'max_depth': 80, 'min_samples_leaf': 2}
mean: -250084585.680 std: (+/-394237728.910) for {'max_features': 'auto', 'n_estimators': 800, 'min_samples_split': 10, 'max_depth': 80, 'min_samples_leaf': 2}
mean: -251059166.084 std: (+/-392306418.083) for {'max_features': 'auto', 'n_estimators': 1000, 'min_samples_split': 10, 'max_depth': 80, 'min_samples_leaf': 2}
mean: -248447660.137 std: (+/-396357708.420) for {'max_features': 'auto', 'n_estimators': 1200, 'min_samples_split': 10, 'max_depth': 80, 'min_samples_leaf': 2}
mean: -256686640.883 std: (+/-404557794.146) for {'max_features': 'auto', 'n_estimators': 1400, 'min_samples_split': 10, 'max_depth': 80, 'min_samples_leaf': 2}
mean: -245169753.312 std: (+/-404850549.598) for {'max_features': 'auto', 'n_estimators': 1600, 'min_samples_split': 10, 'max_depth': 80, 'min_samples_leaf': 2}
mean: -254592859.731 std: (+/-401302122.352) for {'max_features': 'auto', 'n_estimators': 1800, 'min_samples_split': 10, 'max_depth': 80, 'min_samples_leaf': 2}
mean: -246773578.727 std: (+/-385909222.300) for {'max_features': 'auto', 'n_estimators': 2000, 'min_samples_split': 10, 'max_depth': 80, 'min_samples_leaf': 2}
mean: -226540884.443 std: (+/-341740844.321) for {'max_features': 'auto', 'n_estimators': 200, 'min_samples_split': 2, 'max_depth': 80, 'min_samples_leaf': 4}
mean: -230492728.384 std: (+/-329051927.038) for {'max_features': 'auto', 'n_estimators': 400, 'min_samples_split': 2, 'max_depth': 80, 'min_samples_leaf': 4}
mean: -233443752.619 std: (+/-325469092.603) for {'max_features': 'auto', 'n_estimators': 600, 'min_samples_split': 2, 'max_depth': 80, 'min_samples_leaf': 4}
mean: -235100052.237 std: (+/-325334280.540) for {'max_features': 'auto', 'n_estimators': 800, 'min_samples_split': 2, 'max_depth': 80, 'min_samples_leaf': 4}
mean: -245256318.532 std: (+/-324062586.002) for {'max_features': 'auto', 'n_estimators': 1000, 'min_samples_split': 2, 'max_depth': 80, 'min_samples_leaf': 4}
mean: -240357172.225 std: (+/-323143653.865) for {'max_features': 'auto', 'n_estimators': 1200, 'min_samples_split': 2, 'max_depth': 80, 'min_samples_leaf': 4}
mean: -236409496.584 std: (+/-323261107.042) for {'max_features': 'auto', 'n_estimators': 1400, 'min_samples_split': 2, 'max_depth': 80, 'min_samples_leaf': 4}
mean: -244630972.804 std: (+/-324809529.802) for {'max_features': 'auto', 'n_estimators': 1600, 'min_samples_split': 2, 'max_depth': 80, 'min_samples_leaf': 4}
mean: -230206763.258 std: (+/-325978185.469) for {'max_features': 'auto', 'n_estimators': 1800, 'min_samples_split': 2, 'max_depth': 80, 'min_samples_leaf': 4}
mean: -233851792.050 std: (+/-325355906.444) for {'max_features': 'auto', 'n_estimators': 2000, 'min_samples_split': 2, 'max_depth': 80, 'min_samples_leaf': 4}
mean: -224504609.033 std: (+/-341241656.882) for {'max_features': 'auto', 'n_estimators': 200, 'min_samples_split': 5, 'max_depth': 80, 'min_samples_leaf': 4}
mean: -238629955.650 std: (+/-325690357.397) for {'max_features': 'auto', 'n_estimators': 400, 'min_samples_split': 5, 'max_depth': 80, 'min_samples_leaf': 4}
mean: -239930296.692 std: (+/-323711576.114) for {'max_features': 'auto', 'n_estimators': 600, 'min_samples_split': 5, 'max_depth': 80, 'min_samples_leaf': 4}
mean: -241175571.775 std: (+/-319189574.602) for {'max_features': 'auto', 'n_estimators': 800, 'min_samples_split': 5, 'max_depth': 80, 'min_samples_leaf': 4}
mean: -233774561.219 std: (+/-323789844.720) for {'max_features': 'auto', 'n_estimators': 1000, 'min_samples_split': 5, 'max_depth': 80, 'min_samples_leaf': 4}
mean: -232869644.685 std: (+/-325528341.485) for {'max_features': 'auto', 'n_estimators': 1200, 'min_samples_split': 5, 'max_depth': 80, 'min_samples_leaf': 4}
mean: -247133056.582 std: (+/-322927238.499) for {'max_features': 'auto', 'n_estimators': 1400, 'min_samples_split': 5, 'max_depth': 80, 'min_samples_leaf': 4}
mean: -232495873.434 std: (+/-325634090.818) for {'max_features': 'auto', 'n_estimators': 1600, 'min_samples_split': 5, 'max_depth': 80, 'min_samples_leaf': 4}
mean: -243427998.238 std: (+/-322976436.359) for {'max_features': 'auto', 'n_estimators': 1800, 'min_samples_split': 5, 'max_depth': 80, 'min_samples_leaf': 4}
mean: -240820696.551 std: (+/-323866119.469) for {'max_features': 'auto', 'n_estimators': 2000, 'min_samples_split': 5, 'max_depth': 80, 'min_samples_leaf': 4}
mean: -221328779.999 std: (+/-346821126.300) for {'max_features': 'auto', 'n_estimators': 200, 'min_samples_split': 10, 'max_depth': 80, 'min_samples_leaf': 4}
mean: -225894055.842 std: (+/-333979328.592) for {'max_features': 'auto', 'n_estimators': 400, 'min_samples_split': 10, 'max_depth': 80, 'min_samples_leaf': 4}
mean: -229532645.118 std: (+/-328111214.925) for {'max_features': 'auto', 'n_estimators': 600, 'min_samples_split': 10, 'max_depth': 80, 'min_samples_leaf': 4}
mean: -227246242.210 std: (+/-330094337.341) for {'max_features': 'auto', 'n_estimators': 800, 'min_samples_split': 10, 'max_depth': 80, 'min_samples_leaf': 4}
mean: -230920752.718 std: (+/-326872195.502) for {'max_features': 'auto', 'n_estimators': 1000, 'min_samples_split': 10, 'max_depth': 80, 'min_samples_leaf': 4}
mean: -230960144.994 std: (+/-328643767.745) for {'max_features': 'auto', 'n_estimators': 1200, 'min_samples_split': 10, 'max_depth': 80, 'min_samples_leaf': 4}
mean: -229549870.757 std: (+/-329179714.204) for {'max_features': 'auto', 'n_estimators': 1400, 'min_samples_split': 10, 'max_depth': 80, 'min_samples_leaf': 4}
mean: -228111223.278 std: (+/-331314795.883) for {'max_features': 'auto', 'n_estimators': 1600, 'min_samples_split': 10, 'max_depth': 80, 'min_samples_leaf': 4}
mean: -230259275.009 std: (+/-328379662.100) for {'max_features': 'auto', 'n_estimators': 1800, 'min_samples_split': 10, 'max_depth': 80, 'min_samples_leaf': 4}
mean: -227292464.995 std: (+/-331608749.823) for {'max_features': 'auto', 'n_estimators': 2000, 'min_samples_split': 10, 'max_depth': 80, 'min_samples_leaf': 4}
mean: -241865022.523 std: (+/-340550316.337) for {'max_features': 'sqrt', 'n_estimators': 200, 'min_samples_split': 2, 'max_depth': 80, 'min_samples_leaf': 1}
mean: -238496655.341 std: (+/-280816518.713) for {'max_features': 'sqrt', 'n_estimators': 400, 'min_samples_split': 2, 'max_depth': 80, 'min_samples_leaf': 1}
mean: -239363149.320 std: (+/-348394097.995) for {'max_features': 'sqrt', 'n_estimators': 600, 'min_samples_split': 2, 'max_depth': 80, 'min_samples_leaf': 1}
mean: -204066354.074 std: (+/-303193036.893) for {'max_features': 'sqrt', 'n_estimators': 800, 'min_samples_split': 2, 'max_depth': 80, 'min_samples_leaf': 1}
mean: -226263738.501 std: (+/-281239200.272) for {'max_features': 'sqrt', 'n_estimators': 1000, 'min_samples_split': 2, 'max_depth': 80, 'min_samples_leaf': 1}
mean: -230415738.223 std: (+/-360173918.360) for {'max_features': 'sqrt', 'n_estimators': 1200, 'min_samples_split': 2, 'max_depth': 80, 'min_samples_leaf': 1}
mean: -232781781.591 std: (+/-321772303.194) for {'max_features': 'sqrt', 'n_estimators': 1400, 'min_samples_split': 2, 'max_depth': 80, 'min_samples_leaf': 1}
mean: -247340035.177 std: (+/-307229141.690) for {'max_features': 'sqrt', 'n_estimators': 1600, 'min_samples_split': 2, 'max_depth': 80, 'min_samples_leaf': 1}
mean: -269539834.799 std: (+/-361897962.121) for {'max_features': 'sqrt', 'n_estimators': 1800, 'min_samples_split': 2, 'max_depth': 80, 'min_samples_leaf': 1}
mean: -254053182.276 std: (+/-342093811.721) for {'max_features': 'sqrt', 'n_estimators': 2000, 'min_samples_split': 2, 'max_depth': 80, 'min_samples_leaf': 1}
mean: -280163512.394 std: (+/-380068365.823) for {'max_features': 'sqrt', 'n_estimators': 200, 'min_samples_split': 5, 'max_depth': 80, 'min_samples_leaf': 1}
mean: -263177982.894 std: (+/-404088396.377) for {'max_features': 'sqrt', 'n_estimators': 400, 'min_samples_split': 5, 'max_depth': 80, 'min_samples_leaf': 1}
mean: -281622251.064 std: (+/-368581676.184) for {'max_features': 'sqrt', 'n_estimators': 600, 'min_samples_split': 5, 'max_depth': 80, 'min_samples_leaf': 1}
mean: -250214903.299 std: (+/-383831848.140) for {'max_features': 'sqrt', 'n_estimators': 800, 'min_samples_split': 5, 'max_depth': 80, 'min_samples_leaf': 1}
mean: -253636819.024 std: (+/-359363550.364) for {'max_features': 'sqrt', 'n_estimators': 1000, 'min_samples_split': 5, 'max_depth': 80, 'min_samples_leaf': 1}
mean: -255183906.197 std: (+/-359063062.185) for {'max_features': 'sqrt', 'n_estimators': 1200, 'min_samples_split': 5, 'max_depth': 80, 'min_samples_leaf': 1}
mean: -249048508.026 std: (+/-368397875.826) for {'max_features': 'sqrt', 'n_estimators': 1400, 'min_samples_split': 5, 'max_depth': 80, 'min_samples_leaf': 1}
mean: -237389730.179 std: (+/-378797647.568) for {'max_features': 'sqrt', 'n_estimators': 1600, 'min_samples_split': 5, 'max_depth': 80, 'min_samples_leaf': 1}
mean: -268679371.096 std: (+/-372671375.175) for {'max_features': 'sqrt', 'n_estimators': 1800, 'min_samples_split': 5, 'max_depth': 80, 'min_samples_leaf': 1}
mean: -257359336.186 std: (+/-381819392.181) for {'max_features': 'sqrt', 'n_estimators': 2000, 'min_samples_split': 5, 'max_depth': 80, 'min_samples_leaf': 1}
mean: -286619328.960 std: (+/-350088691.119) for {'max_features': 'sqrt', 'n_estimators': 200, 'min_samples_split': 10, 'max_depth': 80, 'min_samples_leaf': 1}
mean: -261047193.924 std: (+/-331123477.349) for {'max_features': 'sqrt', 'n_estimators': 400, 'min_samples_split': 10, 'max_depth': 80, 'min_samples_leaf': 1}
mean: -270853661.262 std: (+/-369298851.686) for {'max_features': 'sqrt', 'n_estimators': 600, 'min_samples_split': 10, 'max_depth': 80, 'min_samples_leaf': 1}
mean: -271748836.939 std: (+/-352731022.504) for {'max_features': 'sqrt', 'n_estimators': 800, 'min_samples_split': 10, 'max_depth': 80, 'min_samples_leaf': 1}
mean: -255873766.047 std: (+/-341192694.809) for {'max_features': 'sqrt', 'n_estimators': 1000, 'min_samples_split': 10, 'max_depth': 80, 'min_samples_leaf': 1}
mean: -276846940.051 std: (+/-357417512.063) for {'max_features': 'sqrt', 'n_estimators': 1200, 'min_samples_split': 10, 'max_depth': 80, 'min_samples_leaf': 1}
mean: -283324519.637 std: (+/-335754821.975) for {'max_features': 'sqrt', 'n_estimators': 1400, 'min_samples_split': 10, 'max_depth': 80, 'min_samples_leaf': 1}
mean: -286235149.749 std: (+/-402868036.982) for {'max_features': 'sqrt', 'n_estimators': 1600, 'min_samples_split': 10, 'max_depth': 80, 'min_samples_leaf': 1}
mean: -285919047.989 std: (+/-334248051.236) for {'max_features': 'sqrt', 'n_estimators': 1800, 'min_samples_split': 10, 'max_depth': 80, 'min_samples_leaf': 1}
mean: -265236570.754 std: (+/-333828489.820) for {'max_features': 'sqrt', 'n_estimators': 2000, 'min_samples_split': 10, 'max_depth': 80, 'min_samples_leaf': 1}
mean: -242507250.202 std: (+/-312960167.562) for {'max_features': 'sqrt', 'n_estimators': 200, 'min_samples_split': 2, 'max_depth': 80, 'min_samples_leaf': 2}
mean: -252925768.600 std: (+/-316700996.099) for {'max_features': 'sqrt', 'n_estimators': 400, 'min_samples_split': 2, 'max_depth': 80, 'min_samples_leaf': 2}
mean: -261371391.731 std: (+/-304809366.429) for {'max_features': 'sqrt', 'n_estimators': 600, 'min_samples_split': 2, 'max_depth': 80, 'min_samples_leaf': 2}
mean: -259848323.600 std: (+/-335158719.426) for {'max_features': 'sqrt', 'n_estimators': 800, 'min_samples_split': 2, 'max_depth': 80, 'min_samples_leaf': 2}
mean: -213338106.633 std: (+/-323385803.385) for {'max_features': 'sqrt', 'n_estimators': 1000, 'min_samples_split': 2, 'max_depth': 80, 'min_samples_leaf': 2}
mean: -254670256.676 std: (+/-354273567.584) for {'max_features': 'sqrt', 'n_estimators': 1200, 'min_samples_split': 2, 'max_depth': 80, 'min_samples_leaf': 2}
mean: -239604868.745 std: (+/-310548857.163) for {'max_features': 'sqrt', 'n_estimators': 1400, 'min_samples_split': 2, 'max_depth': 80, 'min_samples_leaf': 2}
mean: -217099983.996 std: (+/-316310499.609) for {'max_features': 'sqrt', 'n_estimators': 1600, 'min_samples_split': 2, 'max_depth': 80, 'min_samples_leaf': 2}
mean: -238756712.530 std: (+/-350658717.822) for {'max_features': 'sqrt', 'n_estimators': 1800, 'min_samples_split': 2, 'max_depth': 80, 'min_samples_leaf': 2}
mean: -248667124.829 std: (+/-317530443.902) for {'max_features': 'sqrt', 'n_estimators': 2000, 'min_samples_split': 2, 'max_depth': 80, 'min_samples_leaf': 2}
mean: -252277084.826 std: (+/-364542943.953) for {'max_features': 'sqrt', 'n_estimators': 200, 'min_samples_split': 5, 'max_depth': 80, 'min_samples_leaf': 2}
mean: -220859670.811 std: (+/-323943940.028) for {'max_features': 'sqrt', 'n_estimators': 400, 'min_samples_split': 5, 'max_depth': 80, 'min_samples_leaf': 2}
mean: -241543006.661 std: (+/-345327359.684) for {'max_features': 'sqrt', 'n_estimators': 600, 'min_samples_split': 5, 'max_depth': 80, 'min_samples_leaf': 2}
mean: -230522946.419 std: (+/-357367522.694) for {'max_features': 'sqrt', 'n_estimators': 800, 'min_samples_split': 5, 'max_depth': 80, 'min_samples_leaf': 2}
mean: -231966026.399 std: (+/-328762861.934) for {'max_features': 'sqrt', 'n_estimators': 1000, 'min_samples_split': 5, 'max_depth': 80, 'min_samples_leaf': 2}
mean: -236674484.629 std: (+/-355292306.314) for {'max_features': 'sqrt', 'n_estimators': 1200, 'min_samples_split': 5, 'max_depth': 80, 'min_samples_leaf': 2}
mean: -248408394.512 std: (+/-351167291.918) for {'max_features': 'sqrt', 'n_estimators': 1400, 'min_samples_split': 5, 'max_depth': 80, 'min_samples_leaf': 2}
mean: -249785926.267 std: (+/-347816594.928) for {'max_features': 'sqrt', 'n_estimators': 1600, 'min_samples_split': 5, 'max_depth': 80, 'min_samples_leaf': 2}
mean: -216424974.935 std: (+/-302635896.962) for {'max_features': 'sqrt', 'n_estimators': 1800, 'min_samples_split': 5, 'max_depth': 80, 'min_samples_leaf': 2}
mean: -263299185.802 std: (+/-372983550.663) for {'max_features': 'sqrt', 'n_estimators': 2000, 'min_samples_split': 5, 'max_depth': 80, 'min_samples_leaf': 2}
mean: -241721383.676 std: (+/-347090617.789) for {'max_features': 'sqrt', 'n_estimators': 200, 'min_samples_split': 10, 'max_depth': 80, 'min_samples_leaf': 2}
mean: -238593455.383 std: (+/-364838995.071) for {'max_features': 'sqrt', 'n_estimators': 400, 'min_samples_split': 10, 'max_depth': 80, 'min_samples_leaf': 2}
mean: -239908835.260 std: (+/-359595105.401) for {'max_features': 'sqrt', 'n_estimators': 600, 'min_samples_split': 10, 'max_depth': 80, 'min_samples_leaf': 2}
mean: -225601874.923 std: (+/-361499985.797) for {'max_features': 'sqrt', 'n_estimators': 800, 'min_samples_split': 10, 'max_depth': 80, 'min_samples_leaf': 2}
mean: -214587903.287 std: (+/-378882489.752) for {'max_features': 'sqrt', 'n_estimators': 1000, 'min_samples_split': 10, 'max_depth': 80, 'min_samples_leaf': 2}
